GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1312212291,20260606,202606,2026,2026.4274,CANGOV,CANADA,CAN,,,,,GOV,,,,,,,,,,,,,1,111,111,11,3,-2.0,2,1,2,-1.44144144144144,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,0,,,,,,,,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260706013000,https://www.kmaland.com/ag/usmca-now-on-a-short-leash/article_42957a0e-ee45-4044-af0e-1f95fa6d065e.html
1312212292,20260606,202606,2026,2026.4274,GOV,PRESIDENT,,,,,,GOV,,,CAN,CANADA,CAN,,,,,,,,1,111,111,11,3,-2.0,2,1,2,-1.44144144144144,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,20260706013000,https://www.kmaland.com/ag/usmca-now-on-a-short-leash/article_42957a0e-ee45-4044-af0e-1f95fa6d065e.html
1312212293,20260629,202606,2026,2026.4904,COP,PRISON,,,,,,COP,,,CRM,GANG,,,,,,CRM,,,0,0841,084,08,2,7.0,6,1,6,-5.57868442964196,4,"Rochdale, Rochdale, United Kingdom",UK,UKL2,40138,53.6167,-2.15,-2606372,4,"Rochdale, Rochdale, United Kingdom",UK,UKL2,40138,53.6167,-2.15,-2606372,4,"Rochdale, Rochdale, United Kingdom",UK,UKL2,40138,53.6167,-2.15,-2606372,20260706013000,https://www.dailymail.com/news/article-15955131/Tories-Mahmood-deport-Rochdale-grooming-gang-ringleader-freed-prison.html
1312212294,20260629,202606,2026,2026.4904,COP,PRISON,,,,,,COP,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,0841,084,08,2,7.0,4,1,4,-5.57868442964196,4,"Rochdale, Rochdale, United Kingdom",UK,UKL2,40138,53.6167,-2.15,-2606372,4,"Rochdale, Rochdale, United Kingdom",UK,UKL2,40138,53.6167,-2.15,-2606372,4,"Rochdale, Rochdale, United Kingdom",UK,UKL2,40138,53.6167,-2.15,-2606372,20260706013000,https://www.dailymail.com/news/article-15955131/Tories-Mahmood-deport-Rochdale-grooming-gang-ringleader-freed-prison.html
1312212295,20260629,202606,2026,2026.4904,COP,PRISON,,,,,,COP,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,0841,084,08,2,7.0,1,1,1,-5.57868442964196,4,"Rochdale, Rochdale, United Kingdom",UK,UKL2,40138,53.6167,-2.15,-2606372,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,4,"Rochdale, Rochdale, United Kingdom",UK,UKL2,40138,53.6167,-2.15,-2606372,20260706013000,https://www.dailymail.com/news/article-15955131/Tories-Mahmood-deport-Rochdale-grooming-gang-ringleader-freed-prison.html
1312212296,20260629,202606,2026,2026.4904,GBR,UNITED KINGDOM,GBR,,,,,,,,GBRPTY,LONDON,GBR,,,,,,,,1,043,043,04,1,2.8,2,1,2,-0.13175230566535,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260706013000,https://www.dailymail.com/news/article-15953787/tony-abbott-migration-speech-liberal-tehan-one-nation.html
1312212297,20260629,202606,2026,2026.4904,GBR,UNITED KINGDOM,GBR,,,,,,,,GBRPTY,LONDON,GBR,,,,,,,,1,043,043,04,1,2.8,2,1,2,-0.13175230566535,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,1,Australia,AS,AS,,-25,135,AS,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260706013000,https://www.dailymail.com/news/article-15953787/tony-abbott-migration-speech-liberal-tehan-one-nation.html
1312212298,20260629,202606,2026,2026.4904,GBRPTY,LONDON,GBR,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,042,042,04,1,1.9,4,1,4,-0.13175230566535,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260706013000,https://www.dailymail.com/news/article-15953787/tony-abbott-migration-speech-liberal-tehan-one-nation.html
1312212299,20260629,202606,2026,2026.4904,PAK,PAKISTANI,PAK,,,,,,,,COP,PRISON,,,,,,COP,,,1,1821,182,18,4,-9.0,1,1,1,-5.57868442964196,4,"Rochdale, Rochdale, United Kingdom",UK,UKL2,40138,53.6167,-2.15,-2606372,4,"Rochdale, Rochdale, United Kingdom",UK,UKL2,40138,53.6167,-2.15,-2606372,4,"Rochdale, Rochdale, United Kingdom",UK,UKL2,40138,53.6167,-2.15,-2606372,20260706013000,https://www.dailymail.com/news/article-15955131/Tories-Mahmood-deport-Rochdale-grooming-gang-ringleader-freed-prison.html
1312212300,20260706,202607,2026,2026.5096,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,030,030,03,1,4.0,5,1,5,-1.56903765690377,0,,,,,,,,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,20260706013000,https://switzer.com.au/100-days-behind-the-wheel-of-a-self-driving-car-the-mistakes-it-keeps-making-and-the-verdict/
