GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1295207146,20250320,202503,2025,2025.2192,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,190,190,19,4,-10.0,4,1,4,-5.16431924882629,0,,,,,,,,1,Spain,SP,SP,,40,-4,SP,1,United States,US,US,,39.828175,-98.5795,US,20260320024500,https://www.wired.com/story/us-takes-down-botnets-used-in-record-breaking-cyberattacks/
1295207147,20250320,202503,2025,2025.2192,BUS,INDUSTRY,,,,,,BUS,,,HLH,NURSE,,,,,,HLH,,,0,046,046,04,1,7.0,5,1,5,-2.23175965665236,3,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,3,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,3,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,20260320024500,https://www.hollywoodreporter.com/tv/tv-news/the-pitt-ice-episode-scott-gemmill-interview-1236514931/
1295207148,20250320,202503,2025,2025.2192,BUSGOV,BUSINESS,,,,,,BUS,GOV,,GOV,PRESIDENT,,,,,,GOV,,,1,043,043,04,1,2.8,10,1,10,2.59541984732825,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260320024500,https://www.npr.org/transcripts/nx-s1-5753906
1295207149,20250320,202503,2025,2025.2192,GBR,UNITED KINGDOM,GBR,,,,,,,,,,,,,,,,,,0,031,031,03,1,5.2,1,1,1,-3.27102803738318,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,0,,,,,,,,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,20260320024500,https://www.dailymail.co.uk/money/markets/article-15662353/AstraZeneca-build-Shanghai-mega-plant-steps-investment-China-snubbing-UK.html
1295207150,20250320,202503,2025,2025.2192,GBR,LONDON,GBR,,,,,,,,,,,,,,,,,,0,031,031,03,1,5.2,6,1,6,-3.27102803738318,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,0,,,,,,,,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260320024500,https://www.dailymail.co.uk/money/markets/article-15662353/AstraZeneca-build-Shanghai-mega-plant-steps-investment-China-snubbing-UK.html
1295207151,20250320,202503,2025,2025.2192,GOV,PRESIDENT,,,,,,GOV,,,BUSGOV,BUSINESS,,,,,,BUS,GOV,,1,036,036,03,1,4.0,10,1,10,2.59541984732825,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260320024500,https://www.npr.org/transcripts/nx-s1-5753906
1295207152,20250320,202503,2025,2025.2192,GOV,PRESIDENT,,,,,,GOV,,,BUSGOV,BUSINESS,,,,,,BUS,GOV,,1,042,042,04,1,1.9,10,1,10,2.59541984732825,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260320024500,https://www.npr.org/transcripts/nx-s1-5753906
1295207153,20250320,202503,2025,2025.2192,HLH,NURSE,,,,,,HLH,,,BUS,INDUSTRY,,,,,,BUS,,,0,046,046,04,1,7.0,5,1,5,-2.23175965665236,3,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,3,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,3,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,20260320024500,https://www.hollywoodreporter.com/tv/tv-news/the-pitt-ice-episode-scott-gemmill-interview-1236514931/
1295207154,20250320,202503,2025,2025.2192,USA,NEW YORK,USA,,,,,,,,,,,,,,,,,,1,015,015,01,1,0.0,3,1,3,-4.05797101449275,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,0,,,,,,,,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,20260320024500,https://www.cbc.ca/news/canada/manitoba/human-smuggling-sentencing-9.7135489
1295207155,20250320,202503,2025,2025.2192,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,015,015,01,1,0.0,2,1,2,-4.05797101449275,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260320024500,https://www.cbc.ca/news/canada/manitoba/human-smuggling-sentencing-9.7135489
