GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1300389391,20250422,202504,2025,2025.3068,AUS,SYDNEY,AUS,,,,,,,,,,,,,,,,,,1,192,192,19,4,-9.5,8,1,8,-4.57380457380457,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260422033000,https://www.smh.com.au/national/nsw/significant-failings-damning-findings-after-foster-children-placed-with-murderer-20260422-p5zq2h.html
1300389392,20250422,202504,2025,2025.3068,BUS,COMPANY,,,,,,BUS,,,USA,RALEIGH,USA,,,,,,,,1,057,057,05,1,8.0,8,1,8,-0.88235294117647,3,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,3,"Saticoy, California, United States",US,USCA,CA111,34.2831,-119.15,249159,3,"Saticoy, California, United States",US,USCA,CA111,34.2831,-119.15,249159,20260422033000,https://www.hollywoodreporter.com/business/business-news/netflix-los-angeles-radford-1236571301/
1300389393,20250422,202504,2025,2025.3068,BUS,COMPANY,,,,,,BUS,,,USA,RALEIGH,USA,,,,,,,,1,057,057,05,1,8.0,2,1,2,-0.88235294117647,3,"Saticoy, California, United States",US,USCA,CA111,34.2831,-119.15,249159,3,"Culver City, California, United States",US,USCA,,34.0211,-118.396,1652695,3,"Culver City, California, United States",US,USCA,,34.0211,-118.396,1652695,20260422033000,https://www.hollywoodreporter.com/business/business-news/netflix-los-angeles-radford-1236571301/
1300389394,20250422,202504,2025,2025.3068,GBR,UNITED KINGDOM,GBR,,,,,,,,,,,,,,,,,,0,051,051,05,1,3.4,1,1,1,1.35396518375241,4,"Sussex, East Sussex, United Kingdom",UK,UKE2,40137,50.9167,-0.083333,-2609142,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260422033000,https://www.mirror.co.uk/news/royals/prince-harry-meghan-royal-titles-37051149
1300389395,20250422,202504,2025,2025.3068,USA,RALEIGH,USA,,,,,,,,BUS,COMPANY,,,,,,BUS,,,1,057,057,05,1,8.0,2,1,2,-0.88235294117647,3,"Culver City, California, United States",US,USCA,CA037,34.0211,-118.396,1652695,3,"Saticoy, California, United States",US,USCA,CA111,34.2831,-119.15,249159,3,"Culver City, California, United States",US,USCA,,34.0211,-118.396,1652695,20260422033000,https://www.hollywoodreporter.com/business/business-news/netflix-los-angeles-radford-1236571301/
1300389396,20250422,202504,2025,2025.3068,USA,RALEIGH,USA,,,,,,,,BUS,COMPANY,,,,,,BUS,,,1,057,057,05,1,8.0,8,1,8,-0.88235294117647,3,"Saticoy, California, United States",US,USCA,CA111,34.2831,-119.15,249159,3,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,3,"Saticoy, California, United States",US,USCA,CA111,34.2831,-119.15,249159,20260422033000,https://www.hollywoodreporter.com/business/business-news/netflix-los-angeles-radford-1236571301/
1300389397,20260415,202604,2026,2026.2877,GRC,LACONIA,GRC,,,,,,,,,,,,,,,,,,1,182,182,18,4,-9.5,5,1,5,-4.57516339869281,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260422033000,https://www.unionleader.com/news/crime/laconia-mans-death-was-a-homicide-officials-say/article_6fbacc10-2402-4fde-b830-3739a3217707.html
1300389398,20260415,202604,2026,2026.2877,LEG,SENATOR,,,,,,LEG,,,MIL,MILITARY,,,,,,MIL,,,1,163,163,16,4,-8.0,10,1,10,-0.86206896551724,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260422033000,http://www.bignewsnetwork.com/news/279003574/nh-activists-politicians-should-cut-ties-with-israeli-funded-groups
1300389399,20260415,202604,2026,2026.2877,MED,JOURNALIST,,,,,,MED,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,020,020,02,1,3.0,1,1,1,1.35396518375241,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260422033000,https://www.mirror.co.uk/news/royals/prince-harry-meghan-royal-titles-37051149
1300389400,20260415,202604,2026,2026.2877,MED,JOURNALIST,,,,,,MED,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,020,020,02,1,3.0,1,1,1,1.35396518375241,4,"Sussex, East Sussex, United Kingdom",UK,UKE2,40137,50.9167,-0.083333,-2609142,4,"Sussex, East Sussex, United Kingdom",UK,UKE2,40137,50.9167,-0.083333,-2609142,4,"Sussex, East Sussex, United Kingdom",UK,UKE2,40137,50.9167,-0.083333,-2609142,20260422033000,https://www.mirror.co.uk/news/royals/prince-harry-meghan-royal-titles-37051149
