GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1298645798,20250411,202504,2025,2025.2767,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,057,057,05,1,8.0,10,1,10,-1.94805194805195,0,,,,,,,,1,Vanuatu,NH,NH,,-16,167,NH,1,Vanuatu,NH,NH,,-16,167,NH,20260411000000,https://www.dailypost.vu/news/minister-s-tenancy-deal-with-vto-a-conflict-of-interest-ombudsman-report/article_8fbcdebc-4da0-577b-8ea4-a462519b7f1d.html
1298645799,20250411,202504,2025,2025.2767,GBR,LONDON,GBR,,,,,,,,,,,,,,,,,,1,0831,083,08,2,5.0,8,1,8,-4.32989690721649,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,0,,,,,,,,1,Botswana,BC,BC,,-22,24,BC,20260411000000,https://www.thegazette.com/news/world/prince-harry-sued-for-defamation-by-charity-he-set-up-in-africa-to-honor-his/article_16b981bf-37f4-5671-8dca-771525cc9d71.html
1298645800,20250411,202504,2025,2025.2767,GBR,LONDON,GBR,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,051,051,05,1,3.4,10,1,10,-4.32989690721649,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260411000000,https://www.thegazette.com/news/world/prince-harry-sued-for-defamation-by-charity-he-set-up-in-africa-to-honor-his/article_16b981bf-37f4-5671-8dca-771525cc9d71.html
1298645801,20250411,202504,2025,2025.2767,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,0,020,020,02,1,3.0,4,1,4,-4.5940170940171,4,"Kotkapura, Punjab, India",IN,IN23,70233,30.5833,74.9,-2101591,0,,,,,,,,4,"Faridkot, Punjab, India",IN,IN23,70234,30.6667,74.75,-2095580,20260411000000,https://www.tribuneindia.com/news/explainers/explainer-why-a-new-anti-sacrilege-framework-for-punjab/
1298645802,20250411,202504,2025,2025.2767,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,0,020,020,02,1,3.0,6,1,6,-4.5940170940171,4,"Kotkapura, Punjab, India",IN,IN23,70233,30.5833,74.9,-2101591,0,,,,,,,,4,"Kotkapura, Punjab, India",IN,IN23,70233,30.5833,74.9,-2101591,20260411000000,https://www.tribuneindia.com/news/explainers/explainer-why-a-new-anti-sacrilege-framework-for-punjab/
1298645803,20250411,202504,2025,2025.2767,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,1,057,057,05,1,8.0,10,1,10,-1.94805194805195,1,Vanuatu,NH,NH,,-16,167,NH,0,,,,,,,,1,Vanuatu,NH,NH,,-16,167,NH,20260411000000,https://www.dailypost.vu/news/minister-s-tenancy-deal-with-vto-a-conflict-of-interest-ombudsman-report/article_8fbcdebc-4da0-577b-8ea4-a462519b7f1d.html
1298645804,20250411,202504,2025,2025.2767,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,0,173,173,17,4,-5.0,4,1,4,-4.5940170940171,4,"Kotkapura, Punjab, India",IN,IN23,70233,30.5833,74.9,-2101591,0,,,,,,,,4,"Faridkot, Punjab, India",IN,IN23,70234,30.6667,74.75,-2095580,20260411000000,https://www.tribuneindia.com/news/explainers/explainer-why-a-new-anti-sacrilege-framework-for-punjab/
1298645805,20250411,202504,2025,2025.2767,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,0,173,173,17,4,-5.0,6,1,6,-4.5940170940171,4,"Kotkapura, Punjab, India",IN,IN23,70233,30.5833,74.9,-2101591,0,,,,,,,,4,"Kotkapura, Punjab, India",IN,IN23,70233,30.5833,74.9,-2101591,20260411000000,https://www.tribuneindia.com/news/explainers/explainer-why-a-new-anti-sacrilege-framework-for-punjab/
1298645806,20250411,202504,2025,2025.2767,GOV,PRINCE,,,,,,GOV,,,USA,MARYLAND,USA,,,,,,,,1,193,193,19,4,-10.0,4,1,4,-9.69696969696969,3,"Prince Georges County, Maryland, United States",US,USMD,MD033,38.8334,-76.8497,1714670,2,"Maryland, United States",US,USMD,,39.0724,-76.7902,MD,2,"Maryland, United States",US,USMD,,39.0724,-76.7902,MD,20260411000000,https://foxbaltimore.com/news/local/4-accused-of-gunning-down-14-year-old-boy-in-greenbelt-maryland-drive-by-shooting-jamarri-ruffin-abdourahmane-sylla-first-second-degree-murder-violent-felony-firearm
1298645807,20250411,202504,2025,2025.2767,GOV,PRINCE,,,,,,GOV,,,USA,MARYLAND,USA,,,,,,,,1,193,193,19,4,-10.0,2,1,2,-9.69696969696969,2,"Maryland, United States",US,USMD,,39.0724,-76.7902,MD,2,"Maryland, United States",US,USMD,,39.0724,-76.7902,MD,2,"Maryland, United States",US,USMD,,39.0724,-76.7902,MD,20260411000000,https://foxbaltimore.com/news/local/4-accused-of-gunning-down-14-year-old-boy-in-greenbelt-maryland-drive-by-shooting-jamarri-ruffin-abdourahmane-sylla-first-second-degree-murder-violent-felony-firearm
