GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1314344978,20260620,202606,2026,2026.4658,,,,,,,,,,,NLD,ROTTERDAM,NLD,,,,,,,,1,042,042,04,1,1.9,6,1,6,0.44052863436123,0,,,,,,,,4,"Bahia, Bahia, Brazil",BR,BR05,6865,-12.9833,-38.5167,-667833,1,Singapore,SN,SN,,1.366667,103.8,SN,20260720001500,https://www.hellenicshippingnews.com/the-week-in-alt-fuels-availability-isnt-enough/
1314344979,20260620,202606,2026,2026.4658,BRA,BRAZIL,BRA,,,,,,,,NLD,ROTTERDAM,NLD,,,,,,,,1,042,042,04,1,1.9,2,1,2,0.44052863436123,4,"Bahia, Bahia, Brazil",BR,BR05,6865,-12.9833,-38.5167,-667833,4,"Bahia, Bahia, Brazil",BR,BR05,6865,-12.9833,-38.5167,-667833,4,"Bahia, Bahia, Brazil",BR,BR05,6865,-12.9833,-38.5167,-667833,20260720001500,https://www.hellenicshippingnews.com/the-week-in-alt-fuels-availability-isnt-enough/
1314344980,20260620,202606,2026,2026.4658,JOR,JORDAN,JOR,,,,,,,,,,,,,,,,,,0,010,010,01,1,0.0,1,1,1,-0.45662100456621,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,0,,,,,,,,3,"Aroostook County, Maine, United States",US,USME,,46.6667,-68.5,581287,20260720001500,https://www.sunjournal.com/2026/07/19/troy-jackson-is-likely-maines-next-democratic-senate-nominee-he-out-organized-his-opponents/
1314344981,20260620,202606,2026,2026.4658,NLD,ROTTERDAM,NLD,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,6,1,6,0.44052863436123,4,"Bahia, Bahia, Brazil",BR,BR05,6865,-12.9833,-38.5167,-667833,0,,,,,,,,4,"Bahia, Bahia, Brazil",BR,BR05,6865,-12.9833,-38.5167,-667833,20260720001500,https://www.hellenicshippingnews.com/the-week-in-alt-fuels-availability-isnt-enough/
1314344982,20260620,202606,2026,2026.4658,NLD,ROTTERDAM,NLD,,,,,,,,BRA,BRAZIL,BRA,,,,,,,,1,043,043,04,1,2.8,2,1,2,0.44052863436123,4,"Bahia, Bahia, Brazil",BR,BR05,6865,-12.9833,-38.5167,-667833,4,"Bahia, Bahia, Brazil",BR,BR05,6865,-12.9833,-38.5167,-667833,4,"Bahia, Bahia, Brazil",BR,BR05,6865,-12.9833,-38.5167,-667833,20260720001500,https://www.hellenicshippingnews.com/the-week-in-alt-fuels-availability-isnt-enough/
1314344983,20260720,202607,2026,2026.5479,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,010,010,01,1,0.0,2,1,2,3.21592649310873,0,,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260720001500,https://www.realestatebusiness.com.au/industry/32192-the-next-gen-marketing-strategy-that-launched-a-melbourne-agency
1314344984,20260720,202607,2026,2026.5479,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,014,014,01,1,0.0,6,1,4,3.21592649310873,0,,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260720001500,https://www.realestatebusiness.com.au/industry/32192-the-next-gen-marketing-strategy-that-launched-a-melbourne-agency
1314344985,20260720,202607,2026,2026.5479,,,,,,,,,,,AUS,AUSTRALIAN,AUS,,,,,,,,1,040,040,04,1,1.0,10,1,10,3.4136546184739,0,,,,,,,,4,"Adelaide, South Australia, Australia",AS,AS05,5256,-34.9333,138.6,-1555188,4,"Adelaide, South Australia, Australia",AS,AS05,5256,-34.9333,138.6,-1555188,20260720001500,https://channellife.com.au/story/bailey-abbott-lands-ai-deal-with-three-adelaide-councils
1314344986,20260720,202607,2026,2026.5479,,,,,,,,,,,BGR,BULGARIA,BGR,,,,,,,,0,042,042,04,1,1.9,10,1,10,-0.32967032967033,0,,,,,,,,4,"Plovdiv, Plovdiv, Bulgaria",BU,BU51,11978,42.15,24.75,-837298,4,"Plovdiv, Plovdiv, Bulgaria",BU,BU51,11978,42.15,24.75,-837298,20260720001500,https://www.novinite.com/view_news.php?id=239699
1314344987,20260720,202607,2026,2026.5479,,,,,,,,,,,BGR,BULGARIA,BGR,,,,,,,,0,042,042,04,1,1.9,3,1,3,-1.27737226277372,0,,,,,,,,4,"Sofia, Sofiya-Grad, Bulgaria",BU,BU42,12028,42.6833,23.3167,-838489,4,"Sofia, Sofiya-Grad, Bulgaria",BU,BU42,12028,42.6833,23.3167,-838489,20260720001500,https://www.novinite.com/view_news.php?id=239698
