GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1289468365,20250216,202502,2025,2025.1260,,,,,,,,,,,GOV,MINIST,,,,,,GOV,,,0,020,020,02,1,3.0,2,2,2,-3.12109862671661,0,,,,,,,,4,"Kiama, New South Wales, Australia",AS,AS02,5029,-34.6683,150.852,-1581516,4,"Kiama, New South Wales, Australia",AS,AS02,5029,-34.6683,150.852,-1581516,20260216190000,https://www.smh.com.au/national/nsw/blatantly-improper-minister-under-fire-over-toll-reform-by-electorate-20260213-p5o203.html
1289468366,20250216,202502,2025,2025.1260,AUS,AUSTRALIA,AUS,,,,,,,,GOV,MINIST,,,,,,GOV,,,0,020,020,02,1,3.0,8,2,8,-3.12109862671661,4,"Kiama, New South Wales, Australia",AS,AS02,5029,-34.6683,150.852,-1581516,4,"Kiama, New South Wales, Australia",AS,AS02,5029,-34.6683,150.852,-1581516,4,"Kiama, New South Wales, Australia",AS,AS02,5029,-34.6683,150.852,-1581516,20260216190000,https://www.smh.com.au/national/nsw/blatantly-improper-minister-under-fire-over-toll-reform-by-electorate-20260213-p5o203.html
1289468367,20250216,202502,2025,2025.1260,BRA,BRAZILIAN,BRA,,,,,,,,,,,,,,,,,,1,030,030,03,1,4.0,1,1,1,-0.43196544276458,4,"Tiago Martins, Minas Gerais, Brazil",BR,BR15,40201,-17.0833,-41.85,-675895,0,,,,,,,,4,"Alvorada, Amazonas, Brazil",BR,BR04,18585,-5.43139,-60.4592,195964,20260216190000,https://www.dw.com/en/rio-carnaval-float-draws-criticims-over-lula-tribute/a-75996558
1289468368,20250216,202502,2025,2025.1260,BRA,BRAZILIAN,BRA,,,,,,,,,,,,,,,,,,1,030,030,03,1,4.0,1,1,1,-0.43196544276458,4,"Alvorada, Amazonas, Brazil",BR,BR04,18585,-5.43139,-60.4592,195964,0,,,,,,,,4,"Alvorada, Amazonas, Brazil",BR,BR04,18585,-5.43139,-60.4592,195964,20260216190000,https://www.dw.com/en/rio-carnaval-float-draws-criticims-over-lula-tribute/a-75996558
1289468369,20250216,202502,2025,2025.1260,BRAGOV,BRAZIL,BRA,,,,,GOV,,,,,,,,,,,,,1,030,030,03,1,4.0,1,1,1,-0.43196544276458,4,"Tiago Martins, Minas Gerais, Brazil",BR,BR15,40201,-17.0833,-41.85,-675895,0,,,,,,,,4,"Alvorada, Amazonas, Brazil",BR,BR04,18585,-5.43139,-60.4592,195964,20260216190000,https://www.dw.com/en/rio-carnaval-float-draws-criticims-over-lula-tribute/a-75996558
1289468370,20250216,202502,2025,2025.1260,BRAGOV,BRAZILIAN,BRA,,,,,GOV,,,,,,,,,,,,,1,030,030,03,1,4.0,7,1,7,-0.43196544276458,4,"Alvorada, Amazonas, Brazil",BR,BR04,18585,-5.43139,-60.4592,195964,0,,,,,,,,4,"Alvorada, Amazonas, Brazil",BR,BR04,18585,-5.43139,-60.4592,195964,20260216190000,https://www.dw.com/en/rio-carnaval-float-draws-criticims-over-lula-tribute/a-75996558
1289468371,20250216,202502,2025,2025.1260,BUS,BUSINESS,,,,,,BUS,,,,,,,,,,,,,0,193,193,19,4,-10.0,10,1,10,-0.16736401673641,1,United Kingdom,UK,UK,,54,-4,UK,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,20260216190000,https://www.foodmanufacture.co.uk/Article/2026/02/16/experts-have-their-say-on-why-coke-is-struggling-to-shift-a-jewel-of-uk-hospitality/
1289468372,20250216,202502,2025,2025.1260,CHN,CHINA,CHN,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,112,112,11,3,-2.0,1,1,1,-4.93827160493827,1,China,CH,CH,,35,105,CH,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346,-25.7069,28.2294,-1273769,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346,-25.7069,28.2294,-1273769,20260216190000,https://www.internazionale.it/ultime-notizie-reuters/2026/02/16/trump-s-new-ambassador-bozell-arrives-in-south-africa-amid-strained-ties
1289468373,20250216,202502,2025,2025.1260,CHN,CHINA,CHN,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,112,112,11,3,-2.0,1,1,1,-4.93827160493827,1,Russia,RS,RS,,60,100,RS,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346,-25.7069,28.2294,-1273769,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346,-25.7069,28.2294,-1273769,20260216190000,https://www.internazionale.it/ultime-notizie-reuters/2026/02/16/trump-s-new-ambassador-bozell-arrives-in-south-africa-amid-strained-ties
1289468374,20250216,202502,2025,2025.1260,COP,PRISON,,,,,,COP,,,,,,,,,,,,,1,015,015,01,1,0.0,8,1,8,-5.26315789473684,3,"Milwaukee County, Wisconsin, United States",US,USWI,WI079,43.0006,-87.9668,1581100,0,,,,,,,,3,"Milwaukee County, Wisconsin, United States",US,USWI,,43.0006,-87.9668,1581100,20260216190000,https://wtmj.com/news/2026/02/16/milwaukee-man-enters-guilty-pleas-in-prince-mccree-homicide-case/
1289468375,20250216,202502,2025,2025.1260,GOV,REGULATOR,,,,,,GOV,,,,,,,,,,,,,0,030,030,03,1,4.0,10,1,10,-4.61538461538462,4,"Northern Ireland, Craigavon, United Kingdom",UK,UKR8,40152,54.5,-6.5,-2604275,0,,,,,,,,4,"Northern Ireland, Craigavon, United Kingdom",UK,UKR8,40152,54.5,-6.5,-2604275,20260216190000,https://www.irishnews.com/news/uk/royal-mail-warns-over-service-delays-amid-storms-and-staff-sickness-J2QAI5ILJNLO7K2R6WHEFHDQJ4/
1289468376,20250216,202502,2025,2025.1260,JUD,JUDGE,,,,,,JUD,,,,,,,,,,,,,1,020,020,02,1,3.0,5,1,5,-4.50819672131147,2,"Wisconsin, United States",US,USWI,,44.2563,-89.6385,WI,0,,,,,,,,2,"Wisconsin, United States",US,USWI,,44.2563,-89.6385,WI,20260216190000,https://urbanmilwaukee.com/2026/02/16/aclu-asks-court-to-enforce-program-for-incarcerated-mothers/
1289468377,20250216,202502,2025,2025.1260,JUD,JUDGE,,,,,,JUD,,,,,,,,,,,,,1,051,051,05,1,3.4,5,1,5,-4.50819672131147,2,"Wisconsin, United States",US,USWI,,44.2563,-89.6385,WI,0,,,,,,,,2,"Wisconsin, United States",US,USWI,,44.2563,-89.6385,WI,20260216190000,https://urbanmilwaukee.com/2026/02/16/aclu-asks-court-to-enforce-program-for-incarcerated-mothers/
1289468378,20250216,202502,2025,2025.1260,MIL,MILITARY,,,,,,MIL,,,USA,THE US,USA,,,,,,,,0,190,190,19,4,-10.0,8,1,8,-2.21153846153847,1,Venezuela,VE,VE,,8,-66,VE,4,"Isfahan, Esfahan, Iran",IR,IR28,40941,32.6597,51.6714,6013426,4,"Isfahan, Esfahan, Iran",IR,IR28,40941,32.6597,51.6714,6013426,20260216190000,https://www.yahoo.com/news/articles/us-build-warships-fighter-jets-181724906.html
1289468379,20250216,202502,2025,2025.1260,MIL,MILITARY,,,,,,MIL,,,USA,THE US,USA,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-2.21153846153847,1,Venezuela,VE,VE,,8,-66,VE,1,Puerto Rico,RQ,RQ,,18.2359,-66.4838,RQ,1,Venezuela,VE,VE,,8,-66,VE,20260216190000,https://www.yahoo.com/news/articles/us-build-warships-fighter-jets-181724906.html
1289468380,20250216,202502,2025,2025.1260,RUS,RUSSIA,RUS,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,112,112,11,3,-2.0,2,1,2,-4.93827160493827,1,Russia,RS,RS,,60,100,RS,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346,-25.7069,28.2294,-1273769,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346,-25.7069,28.2294,-1273769,20260216190000,https://www.internazionale.it/ultime-notizie-reuters/2026/02/16/trump-s-new-ambassador-bozell-arrives-in-south-africa-amid-strained-ties
