GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1306978637,20250602,202506,2025,2025.4164,,,,,,,,,,,BRA,BRAZIL,BRA,,,,,,,,0,042,042,04,1,1.9,4,1,4,0.76530612244898,0,,,,,,,,4,"Bela Vista, SãPaulo, Brazil",BR,BR27,11543,-23.4667,-46.65,-679069,4,"Bela Vista, SãPaulo, Brazil",BR,BR27,11543,-23.4667,-46.65,-679069,20260602003000,https://hyperallergic.com/hilde-lynn-helphenstein-of-jerry-gogosian-found-dead-in-brazil/
1306978638,20250602,202506,2025,2025.4164,BRA,BRAZIL,BRA,,,,,,,,,,,,,,,,,,0,043,043,04,1,2.8,4,1,4,0.76530612244898,4,"Bela Vista, SãPaulo, Brazil",BR,BR27,11543,-23.4667,-46.65,-679069,0,,,,,,,,4,"Bela Vista, SãPaulo, Brazil",BR,BR27,11543,-23.4667,-46.65,-679069,20260602003000,https://hyperallergic.com/hilde-lynn-helphenstein-of-jerry-gogosian-found-dead-in-brazil/
1306978639,20250602,202506,2025,2025.4164,CUB,CUBA,CUB,,,,,,,,VEN,VENEZUELAN,VEN,,,,,,,,1,013,013,01,1,0.4,1,1,1,-5.81717451523546,1,Cuba,CU,CU,,22,-79.5,CU,1,Cuba,CU,CU,,22,-79.5,CU,1,Cuba,CU,CU,,22,-79.5,CU,20260602003000,https://www.wral.com/news/state/fact-check-marco-rubio-cuba-electricity-blackout-oil-blockade-june-1/
1306978640,20250602,202506,2025,2025.4164,CUB,CUBA,CUB,,,,,,,,VEN,VENEZUELAN,VEN,,,,,,,,1,013,013,01,1,0.4,4,1,4,-5.81717451523546,1,Cuba,CU,CU,,22,-79.5,CU,1,Venezuela,VE,VE,,8,-66,VE,1,Venezuela,VE,VE,,8,-66,VE,20260602003000,https://www.wral.com/news/state/fact-check-marco-rubio-cuba-electricity-blackout-oil-blockade-june-1/
1306978641,20250602,202506,2025,2025.4164,PAK,PAKISTAN,PAK,,,,,,,,IGOEUREEC,THE EU,EUR,EEC,,,,IGO,,,0,020,020,02,1,3.0,4,1,4,-1.91387559808613,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,20260602003000,https://www.dailyexcelsior.com/any-temporary-understanding-between-us-and-iran-must-be-followed-by-deeper-talks-kallas/
1306978642,20250602,202506,2025,2025.4164,PAK,PAKISTAN,PAK,,,,,,,,IGOEUREEC,THE EU,EUR,EEC,,,,IGO,,,0,040,040,04,1,1.0,4,1,4,-1.91387559808613,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,20260602003000,https://www.dailyexcelsior.com/any-temporary-understanding-between-us-and-iran-must-be-followed-by-deeper-talks-kallas/
1306978643,20250602,202506,2025,2025.4164,USA,UNITED STATES,USA,,,,,,,,MIL,MILITARY,,,,,,MIL,,,1,010,010,01,1,0.0,4,1,4,-3.38983050847458,2,"Missouri, United States",US,USMO,,38.4623,-92.302,MO,2,"Missouri, United States",US,USMO,,38.4623,-92.302,MO,2,"Missouri, United States",US,USMO,,38.4623,-92.302,MO,20260602003000,https://www.rawstory.com/department-of-war/
1306978644,20250602,202506,2025,2025.4164,div,MALDIVIAN,,,div,,,,,,,,,,,,,,,,1,173,173,17,4,-5.0,10,1,10,-14.2857142857143,1,Pakistan,PK,PK,,30,70,PK,0,,,,,,,,1,Pakistan,PK,PK,,30,70,PK,20260602003000,https://maldivesindependent.com/crime-2/drugs-wash-ashore-from-stranded-iranian-boat-138576
1306978645,20260503,202605,2026,2026.3370,IND,HINDUSTAN,IND,,,,,,,,,,,,,,,,,,1,160,160,16,4,-4.0,2,1,2,-3.17124735729386,4,"Hindustan, North-West Frontier, Pakistan",PK,PK03,40352,35.7441,71.7834,6085909,0,,,,,,,,4,"Hindustan, North-West Frontier, Pakistan",PK,PK03,40352,35.7441,71.7834,6085909,20260602003000,https://scroll.in/latest/1093244/jet-fuel-prices-for-international-flights-reduced-by-27-rates-for-domestic-operations-unchanged
1306978646,20260503,202605,2026,2026.3370,IND,HINDUSTAN,IND,,,,,,,,PAK,PAKISTAN,PAK,,,,,,,,1,160,160,16,4,-4.0,4,1,4,-3.17124735729386,4,"Hindustan, North-West Frontier, Pakistan",PK,PK03,40352,35.7441,71.7834,6085909,4,"Hindustan, North-West Frontier, Pakistan",PK,PK03,40352,35.7441,71.7834,6085909,4,"Hindustan, North-West Frontier, Pakistan",PK,PK03,40352,35.7441,71.7834,6085909,20260602003000,https://scroll.in/latest/1093244/jet-fuel-prices-for-international-flights-reduced-by-27-rates-for-domestic-operations-unchanged
