GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1305933031,20250526,202505,2025,2025.4000,,,,,,,,,,,EDU,COLLEGE,,,,,,EDU,,,0,043,043,04,1,2.8,1,1,1,-0.13458950201885,0,,,,,,,,3,"Owensboro, Kentucky, United States",US,USKY,KY059,37.7742,-87.1133,500082,3,"Owensboro, Kentucky, United States",US,USKY,KY059,37.7742,-87.1133,500082,20260526080000,https://www.messenger-inquirer.com/news/local/owensboro-man-killed-in-stockade-escape-attempt/article_cd15d101-011e-57df-9b44-6bafc47c22c9.html
1305933032,20250526,202505,2025,2025.4000,,,,,,,,,,,EDU,COLLEGE,,,,,,EDU,,,0,043,043,04,1,2.8,4,1,4,-0.13458950201885,0,,,,,,,,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,20260526080000,https://www.messenger-inquirer.com/news/local/owensboro-man-killed-in-stockade-escape-attempt/article_cd15d101-011e-57df-9b44-6bafc47c22c9.html
1305933033,20250526,202505,2025,2025.4000,BUS,COMPANY,,,,,,BUS,,,,,,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-2.07877461706783,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,0,,,,,,,,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,20260526080000,https://www.wyso.org/news/2026-05-25/chinese-companies-with-dayton-ties-at-center-of-investigation-by-dayton-daily-news-whio
1305933034,20250526,202505,2025,2025.4000,BUS,COMPANY,,,,,,BUS,,,USA,UNITED STATES,USA,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-2.07877461706783,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,3,"Dayton, Ohio, United States",US,USOH,OH113,39.7589,-84.1916,1064514,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,20260526080000,https://www.wyso.org/news/2026-05-25/chinese-companies-with-dayton-ties-at-center-of-investigation-by-dayton-daily-news-whio
1305933035,20250526,202505,2025,2025.4000,EDU,COLLEGE,,,,,,EDU,,,,,,,,,,,,,0,042,042,04,1,1.9,1,1,1,-0.13458950201885,3,"Owensboro, Kentucky, United States",US,USKY,KY059,37.7742,-87.1133,500082,0,,,,,,,,3,"Owensboro, Kentucky, United States",US,USKY,KY059,37.7742,-87.1133,500082,20260526080000,https://www.messenger-inquirer.com/news/local/owensboro-man-killed-in-stockade-escape-attempt/article_cd15d101-011e-57df-9b44-6bafc47c22c9.html
1305933036,20250526,202505,2025,2025.4000,EDU,COLLEGE,,,,,,EDU,,,,,,,,,,,,,0,042,042,04,1,1.9,4,1,4,-0.13458950201885,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,0,,,,,,,,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,20260526080000,https://www.messenger-inquirer.com/news/local/owensboro-man-killed-in-stockade-escape-attempt/article_cd15d101-011e-57df-9b44-6bafc47c22c9.html
1305933037,20250526,202505,2025,2025.4000,LAB,WORKER,,,,,,LAB,,,NGA,ABUJA,NGA,,,,,,,,0,173,173,17,4,-5.0,10,1,10,-4.19889502762431,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,20260526080000,https://allafrica.com/stories/202605260048.html
1305933038,20250526,202505,2025,2025.4000,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,022,022,02,1,3.2,2,1,2,-3.2733224222586,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,0,,,,,,,,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20260526080000,https://www.bostonglobe.com/2026/05/25/opinion/proposition-2-12-property-tax-law-massachusetts/
1305933039,20250526,202505,2025,2025.4000,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,051,051,05,1,3.4,4,1,4,-0.13458950201885,3,"Central City, Kentucky, United States",US,USKY,KY177,37.2939,-87.1233,489282,0,,,,,,,,3,"Central City, Kentucky, United States",US,USKY,,37.2939,-87.1233,489282,20260526080000,https://www.messenger-inquirer.com/news/local/owensboro-man-killed-in-stockade-escape-attempt/article_cd15d101-011e-57df-9b44-6bafc47c22c9.html
1305933040,20250526,202505,2025,2025.4000,USA,BOSTON,USA,,,,,,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,1,020,020,02,1,3.0,2,1,2,-3.2733224222586,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20260526080000,https://www.bostonglobe.com/2026/05/25/opinion/proposition-2-12-property-tax-law-massachusetts/
1305933041,20250526,202505,2025,2025.4000,USABUS,UNITED STATES,USA,,,,,BUS,,,,,,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-2.07877461706783,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,0,,,,,,,,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,20260526080000,https://www.wyso.org/news/2026-05-25/chinese-companies-with-dayton-ties-at-center-of-investigation-by-dayton-daily-news-whio
1305933042,20250526,202505,2025,2025.4000,USABUS,UNITED STATES,USA,,,,,BUS,,,USA,UNITED STATES,USA,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-2.07877461706783,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,3,"Dayton, Ohio, United States",US,USOH,OH113,39.7589,-84.1916,1064514,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,20260526080000,https://www.wyso.org/news/2026-05-25/chinese-companies-with-dayton-ties-at-center-of-investigation-by-dayton-daily-news-whio
1305933043,20260525,202605,2026,2026.3973,BGD,MANIKGANJ,BGD,,,,,,,,MOS,ISLAM,,,,MOS,,,,,1,051,051,05,1,3.4,10,1,10,2.4390243902439,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260526080000,https://www.bssnews.net/district/390435
1305933044,20260525,202605,2026,2026.3973,GOV,PRINCE,,,,,,GOV,,,PTY,PRESIDENTIAL CANDIDATE,,,,,,,,,0,040,040,04,1,1.0,3,1,3,1.53256704980843,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,20260526080000,https://allafrica.com/stories/202605260094.html
1305933045,20260525,202605,2026,2026.3973,GOV,PRINCE,,,,,,GOV,,,PTY,PRESIDENTIAL CANDIDATE,,,,,,,,,0,040,040,04,1,1.0,1,1,1,1.53256704980843,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,4,"Nsukka, Enugu, Nigeria",NI,NI47,22770,6.8561,7.3927,-2021134,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,20260526080000,https://allafrica.com/stories/202605260094.html
1305933046,20260525,202605,2026,2026.3973,NGA,ABUJA,NGA,,,,,,,,PTY,PRESIDENTIAL CANDIDATE,,,,,,,,,0,040,040,04,1,1.0,3,1,3,1.53256704980843,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,20260526080000,https://allafrica.com/stories/202605260094.html
1305933047,20260525,202605,2026,2026.3973,NGA,ABUJA,NGA,,,,,,,,PTY,PRESIDENTIAL CANDIDATE,,,,,,,,,0,040,040,04,1,1.0,2,1,2,1.53256704980843,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,4,"Nsukka, Enugu, Nigeria",NI,NI47,22770,6.8561,7.3927,-2021134,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,20260526080000,https://allafrica.com/stories/202605260094.html
1305933048,20260525,202605,2026,2026.3973,NGAGOV,NIGERIA,NGA,,,,,GOV,,,PTY,PRESIDENTIAL CANDIDATE,,,,,,,,,0,040,040,04,1,1.0,1,1,1,1.53256704980843,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,4,"Nsukka, Enugu, Nigeria",NI,NI47,22770,6.8561,7.3927,-2021134,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,20260526080000,https://allafrica.com/stories/202605260094.html
