GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1314145800,20250718,202507,2025,2025.5425,CVL,COMMUNITY,,,,,,CVL,,,,,,,,,,,,,0,013,013,01,1,0.4,6,1,6,-3.01953818827709,3,"Park City, Utah, United States",US,USUT,UT043,40.6461,-111.498,1444206,0,,,,,,,,3,"Park City, Utah, United States",US,USUT,,40.6461,-111.498,1444206,20260718001500,https://www.kpcw.org/local-news/2026-07-17/kpcw-enters-2nd-year-without-federal-funding-budget-gap-continues
1314145801,20250718,202507,2025,2025.5425,CVL,COMMUNITY,,,,,,CVL,,,,,,,,,,,,,0,020,020,02,1,3.0,6,1,6,-3.01953818827709,3,"Park City, Utah, United States",US,USUT,UT043,40.6461,-111.498,1444206,0,,,,,,,,3,"Park City, Utah, United States",US,USUT,,40.6461,-111.498,1444206,20260718001500,https://www.kpcw.org/local-news/2026-07-17/kpcw-enters-2nd-year-without-federal-funding-budget-gap-continues
1314145802,20250718,202507,2025,2025.5425,GOV,PRESIDENT,,,,,,GOV,,,MED,PUBLIC RADIO,,,,,,MED,,,0,040,040,04,1,1.0,8,1,8,-3.01953818827709,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260718001500,https://www.kpcw.org/local-news/2026-07-17/kpcw-enters-2nd-year-without-federal-funding-budget-gap-continues
1314145803,20250718,202507,2025,2025.5425,MED,PUBLIC RADIO,,,,,,MED,,,GOV,PRESIDENT,,,,,,GOV,,,0,040,040,04,1,1.0,8,1,8,-3.01953818827709,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260718001500,https://www.kpcw.org/local-news/2026-07-17/kpcw-enters-2nd-year-without-federal-funding-budget-gap-continues
1314145804,20250718,202507,2025,2025.5425,MED,PUBLIC RADIO,,,,,,MED,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,0,040,040,04,1,1.0,2,1,2,-3.01953818827709,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260718001500,https://www.kpcw.org/local-news/2026-07-17/kpcw-enters-2nd-year-without-federal-funding-budget-gap-continues
1314145805,20250718,202507,2025,2025.5425,USA,UNITED STATES,USA,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,013,013,01,1,0.4,2,1,2,-3.01953818827709,3,"Park City, Utah, United States",US,USUT,UT043,40.6461,-111.498,1444206,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260718001500,https://www.kpcw.org/local-news/2026-07-17/kpcw-enters-2nd-year-without-federal-funding-budget-gap-continues
1314145806,20250718,202507,2025,2025.5425,USA,UNITED STATES,USA,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,013,013,01,1,0.4,2,1,2,-3.01953818827709,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260718001500,https://www.kpcw.org/local-news/2026-07-17/kpcw-enters-2nd-year-without-federal-funding-budget-gap-continues
1314145807,20250718,202507,2025,2025.5425,USA,UNITED STATES,USA,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,020,020,02,1,3.0,2,1,2,-3.01953818827709,3,"Park City, Utah, United States",US,USUT,UT043,40.6461,-111.498,1444206,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260718001500,https://www.kpcw.org/local-news/2026-07-17/kpcw-enters-2nd-year-without-federal-funding-budget-gap-continues
1314145808,20250718,202507,2025,2025.5425,USA,UNITED STATES,USA,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,020,020,02,1,3.0,2,1,2,-3.01953818827709,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260718001500,https://www.kpcw.org/local-news/2026-07-17/kpcw-enters-2nd-year-without-federal-funding-budget-gap-continues
1314145809,20250718,202507,2025,2025.5425,USAGOV,UNITED STATES,USA,,,,,GOV,,,MED,PUBLIC RADIO,,,,,,MED,,,0,040,040,04,1,1.0,2,1,2,-3.01953818827709,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260718001500,https://www.kpcw.org/local-news/2026-07-17/kpcw-enters-2nd-year-without-federal-funding-budget-gap-continues
