GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1315598204,20250728,202507,2025,2025.5699,EUR,EUROPEAN,EUR,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,042,042,04,1,1.9,2,1,2,-2.65486725663717,1,Argentina,AR,AR,,-34,-64,AR,4,"Rio De Janeiro, Estado do Rio, Brazil",BR,BR21,9961,-22.9,-43.2333,-666610,4,"Rio De Janeiro, Estado do Rio, Brazil",BR,BR21,9961,-22.9,-43.2333,-666610,20260728001500,https://www.freemalaysiatoday.com/category/world/2026/07/28/global-hiv-funding-slashed-by-a-fifth-last-year-says-unaids
1315598205,20250728,202507,2025,2025.5699,EUR,EUROPEAN,EUR,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,042,042,04,1,1.9,2,1,2,-2.65486725663717,1,Mexico,MX,MX,,23,-102,MX,4,"Rio De Janeiro, Estado do Rio, Brazil",BR,BR21,9961,-22.9,-43.2333,-666610,4,"Rio De Janeiro, Estado do Rio, Brazil",BR,BR21,9961,-22.9,-43.2333,-666610,20260728001500,https://www.freemalaysiatoday.com/category/world/2026/07/28/global-hiv-funding-slashed-by-a-fifth-last-year-says-unaids
1315598206,20250728,202507,2025,2025.5699,GOV,ADMINISTRATION,,,,,,GOV,,,,,,,,,,,,,0,010,010,01,1,0.0,3,1,3,-7.18390804597701,3,"Capitol Hill, District of Columbia, United States",US,USDC,DC001,38.889,-77.0003,529313,0,,,,,,,,3,"Capitol Hill, District of Columbia, United States",US,USDC,,38.889,-77.0003,529313,20260728001500,https://salinapost.com/posts/eb39495b-9008-4aa1-b5b0-bb7801d67474
1315598207,20250728,202507,2025,2025.5699,GOV,ADMINISTRATION,,,,,,GOV,,,USA,THE US,USA,,,,,,,,0,071,071,07,2,7.4,3,1,3,-2.65486725663717,4,"Rio De Janeiro, Estado do Rio, Brazil",BR,BR21,9961,-22.9,-43.2333,-666610,4,"Rio De Janeiro, Estado do Rio, Brazil",BR,BR21,9961,-22.9,-43.2333,-666610,4,"Rio De Janeiro, Estado do Rio, Brazil",BR,BR21,9961,-22.9,-43.2333,-666610,20260728001500,https://www.freemalaysiatoday.com/category/world/2026/07/28/global-hiv-funding-slashed-by-a-fifth-last-year-says-unaids
1315598208,20250728,202507,2025,2025.5699,JUD,LAWYER,,,,,,JUD,,,,,,,,,,,,,0,015,015,01,1,0.0,6,1,6,-5.03300330033003,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260728001500,https://www.texarkanagazette.com/news/2026/jul/27/election-2026-years-of-scandals-havent-stopped/
1315598209,20250728,202507,2025,2025.5699,USA,UNITED STATES,USA,,,,,,,,EUR,EUROPEAN,EUR,,,,,,,,1,043,043,04,1,2.8,2,1,2,-2.65486725663717,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,1,France,FR,FR,,46,2,FR,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260728001500,https://www.freemalaysiatoday.com/category/world/2026/07/28/global-hiv-funding-slashed-by-a-fifth-last-year-says-unaids
1315598210,20250728,202507,2025,2025.5699,USA,UNITED STATES,USA,,,,,,,,JUD,LAWYER,,,,,,JUD,,,0,015,015,01,1,0.0,4,1,4,-5.03300330033003,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260728001500,https://www.texarkanagazette.com/news/2026/jul/27/election-2026-years-of-scandals-havent-stopped/
1315598211,20250728,202507,2025,2025.5699,USA,THE US,USA,,,,,,,,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,1,042,042,04,1,1.9,4,1,4,-2.65486725663717,4,"Rio De Janeiro, Estado do Rio, Brazil",BR,BR21,9961,-22.9,-43.2333,-666610,4,"Rio De Janeiro, Estado do Rio, Brazil",BR,BR21,9961,-22.9,-43.2333,-666610,4,"Rio De Janeiro, Estado do Rio, Brazil",BR,BR21,9961,-22.9,-43.2333,-666610,20260728001500,https://www.freemalaysiatoday.com/category/world/2026/07/28/global-hiv-funding-slashed-by-a-fifth-last-year-says-unaids
1315598212,20260628,202606,2026,2026.4877,BUS,AUTOMAKER,,,,,,BUS,,,GOV,ADMINISTRATION,,,,,,GOV,,,0,172,172,17,4,-5.0,1,1,1,0,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260728001500,https://www.fox5atlanta.com/news/mercedes-benz-faces-potential-u-s-ban-under-new-bill
1315598213,20260628,202606,2026,2026.4877,BUS,AUTOMAKER,,,,,,BUS,,,GOV,ADMINISTRATION,,,,,,GOV,,,0,172,172,17,4,-5.0,6,1,6,0,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260728001500,https://www.fox5atlanta.com/news/mercedes-benz-faces-potential-u-s-ban-under-new-bill
