GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1307537690,20250605,202506,2025,2025.4247,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,040,040,04,1,1.0,1,1,1,2.03327171903882,0,,,,,,,,4,"Camden Haven, New South Wales, Australia",AS,AS02,5096,-31.6448,152.795,-1583170,4,"Camden Haven, New South Wales, Australia",AS,AS02,5096,-31.6448,152.795,-1583170,20260605001500,https://www.camdencourier.com.au/story/9284888/former-prime-minister-tony-abbott-rumored-to-run-in-shortland-at-next-federal-election/
1307537691,20250605,202506,2025,2025.4247,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,040,040,04,1,1.0,1,1,1,2.22222222222222,0,,,,,,,,4,"Central Coast, New South Wales, Australia",AS,AS02,5004,-33.4298,151.371,11430413,4,"Central Coast, New South Wales, Australia",AS,AS02,5004,-33.4298,151.371,11430413,20260605001500,https://www.gloucesteradvocate.com.au/story/9284888/former-prime-minister-tony-abbott-rumored-to-run-in-shortland-at-next-federal-election/
1307537692,20250605,202506,2025,2025.4247,,,,,,,,,,,AUSGOV,AUSTRALIA,AUS,,,,,GOV,,,1,040,040,04,1,1.0,1,1,1,2.03327171903882,0,,,,,,,,4,"Camden Haven, New South Wales, Australia",AS,AS02,5096,-31.6448,152.795,-1583170,4,"Camden Haven, New South Wales, Australia",AS,AS02,5096,-31.6448,152.795,-1583170,20260605001500,https://www.camdencourier.com.au/story/9284888/former-prime-minister-tony-abbott-rumored-to-run-in-shortland-at-next-federal-election/
1307537693,20250605,202506,2025,2025.4247,,,,,,,,,,,AUSGOV,AUSTRALIA,AUS,,,,,GOV,,,1,040,040,04,1,1.0,1,1,1,2.22222222222222,0,,,,,,,,4,"Central Coast, New South Wales, Australia",AS,AS02,5004,-33.4298,151.371,11430413,4,"Central Coast, New South Wales, Australia",AS,AS02,5004,-33.4298,151.371,11430413,20260605001500,https://www.gloucesteradvocate.com.au/story/9284888/former-prime-minister-tony-abbott-rumored-to-run-in-shortland-at-next-federal-election/
1307537694,20250605,202506,2025,2025.4247,,,,,,,,,,,GOV,KING,,,,,,GOV,,,1,040,040,04,1,1.0,6,2,6,2.12774697063052,0,,,,,,,,4,"Central Coast, New South Wales, Australia",AS,AS02,5004,-33.4298,151.371,11430413,4,"Central Coast, New South Wales, Australia",AS,AS02,5004,-33.4298,151.371,11430413,20260605001500,https://www.camdencourier.com.au/story/9284888/former-prime-minister-tony-abbott-rumored-to-run-in-shortland-at-next-federal-election/
1307537695,20250605,202506,2025,2025.4247,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,110,110,11,3,-2.0,2,1,2,-4.60210930009588,0,,,,,,,,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,20260605001500,https://www.theguardian.com/us-news/2026/jun/04/graham-platner-maine-new-york-times-report
1307537696,20250605,202506,2025,2025.4247,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,112,112,11,3,-2.0,2,1,2,-6.80907877169559,0,,,,,,,,3,"University Of Utah, Utah, United States",US,USUT,,40.7649,-111.849,1446845,1,Democratic Republic Of The Congo,CG,CG,,0,25,CG,20260605001500,https://www.citizensvoice.com/2026/06/04/measles-whooping-cough-cases-spike/
1307537697,20250605,202506,2025,2025.4247,,,,,,,,,,,USA,LOUISIANA,USA,,,,,,,,1,112,112,11,3,-2.0,8,1,8,-6.80907877169559,0,,,,,,,,1,Uganda,UG,UG,,2,33,UG,1,Uganda,UG,UG,,2,33,UG,20260605001500,https://www.citizensvoice.com/2026/06/04/measles-whooping-cough-cases-spike/
1307537698,20250605,202506,2025,2025.4247,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,1,040,040,04,1,1.0,1,1,1,2.03327171903882,4,"Camden Haven, New South Wales, Australia",AS,AS02,5096,-31.6448,152.795,-1583170,0,,,,,,,,4,"Camden Haven, New South Wales, Australia",AS,AS02,5096,-31.6448,152.795,-1583170,20260605001500,https://www.camdencourier.com.au/story/9284888/former-prime-minister-tony-abbott-rumored-to-run-in-shortland-at-next-federal-election/
1307537699,20250605,202506,2025,2025.4247,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,1,040,040,04,1,1.0,1,1,1,2.22222222222222,4,"Central Coast, New South Wales, Australia",AS,AS02,5004,-33.4298,151.371,11430413,0,,,,,,,,4,"Central Coast, New South Wales, Australia",AS,AS02,5004,-33.4298,151.371,11430413,20260605001500,https://www.gloucesteradvocate.com.au/story/9284888/former-prime-minister-tony-abbott-rumored-to-run-in-shortland-at-next-federal-election/
1307537700,20250605,202506,2025,2025.4247,AUS,AUSTRALIA,AUS,,,,,,,,EDUMED,UNIVERSITY,,,,,,EDU,MED,,1,010,010,01,1,0.0,5,1,5,-3.07287093942054,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260605001500,https://theconversation.com/australian-unis-have-dropped-again-in-global-rankings-heres-why-we-cant-just-shrug-it-off-284323
1307537701,20250605,202506,2025,2025.4247,AUS,AUSTRALIA,AUS,,,,,,,,EDUMED,UNIVERSITY,,,,,,EDU,MED,,1,020,020,02,1,3.0,5,1,5,-3.07287093942054,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260605001500,https://theconversation.com/australian-unis-have-dropped-again-in-global-rankings-heres-why-we-cant-just-shrug-it-off-284323
