GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1311695656,20250702,202507,2025,2025.4986,CHR,CHRISTIAN,,,,CHR,,,,,,,,,,,,,,,1,110,110,11,3,-2.0,6,1,6,-3.98126463700235,1,China,CH,CH,,35,105,CH,0,,,,,,,,1,China,CH,CH,,35,105,CH,20260702020000,https://www.planetf1.com/news/bernie-ecclestone-christian-horner-f1-return-max-verstappen-to-ferrari
1311695657,20250702,202507,2025,2025.4986,CHR,CHRISTIAN,,,,CHR,,,,,CHN,CHINA,CHN,,,,,,,,1,110,110,11,3,-2.0,2,1,2,-3.98126463700235,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260702020000,https://www.planetf1.com/news/bernie-ecclestone-christian-horner-f1-return-max-verstappen-to-ferrari
1311695658,20250702,202507,2025,2025.4986,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,010,010,01,1,0.0,4,1,4,2.17391304347826,3,"Department Of Energy, District of Columbia, United States",US,USDC,DC001,38.8862,-77.025,530856,0,,,,,,,,3,"Department Of Energy, District of Columbia, United States",US,USDC,,38.8862,-77.025,530856,20260702020000,https://www.theepochtimes.com/us/us-nuclear-regulator-proposes-changes-to-nuclear-safety-standards-6056160
1311695659,20260602,202606,2026,2026.4164,BUS,COMPANY OWNER,,,,,,BUS,,,MNCUSAMED,GOOGLE,USA,,,,,MNC,MED,,1,010,010,01,1,0.0,10,1,10,0.3338898163606,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260702020000,https://www.socialmediatoday.com/news/meta-explores-cloud-infrastructure-business/824295/
1311695660,20260625,202606,2026,2026.4795,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,042,042,04,1,1.9,3,1,3,-2.72952853598015,0,,,,,,,,3,"Los Pinos, New Mexico, United States",US,USNM,,35.1159,-106.317,908223,3,"Los Pinos, New Mexico, United States",US,USNM,,35.1159,-106.317,908223,20260702020000,https://www.santafenewmexican.com/news/local_news/forest-roads-to-close-due-to-4-000-acre-fire-near-tres-piedras/article_704a0442-628f-4298-a599-1d18b7298c68.html
1311695661,20260625,202606,2026,2026.4795,CVL,COMMUNITY,,,,,,CVL,,,,,,,,,,,,,0,043,043,04,1,2.8,3,1,3,-2.72952853598015,3,"Los Pinos, New Mexico, United States",US,USNM,NM001,35.1159,-106.317,908223,0,,,,,,,,3,"Los Pinos, New Mexico, United States",US,USNM,,35.1159,-106.317,908223,20260702020000,https://www.santafenewmexican.com/news/local_news/forest-roads-to-close-due-to-4-000-acre-fire-near-tres-piedras/article_704a0442-628f-4298-a599-1d18b7298c68.html
1311695662,20260625,202606,2026,2026.4795,CVL,COMMUNITY,,,,,,CVL,,,USA,UNITED STATES,USA,,,,,,,,0,043,043,04,1,2.8,4,1,4,-2.72952853598015,3,"Los Pinos, New Mexico, United States",US,USNM,NM001,35.1159,-106.317,908223,3,"Los Pinos, New Mexico, United States",US,USNM,,35.1159,-106.317,908223,3,"Los Pinos, New Mexico, United States",US,USNM,,35.1159,-106.317,908223,20260702020000,https://www.santafenewmexican.com/news/local_news/forest-roads-to-close-due-to-4-000-acre-fire-near-tres-piedras/article_704a0442-628f-4298-a599-1d18b7298c68.html
1311695663,20260625,202606,2026,2026.4795,USA,UNITED STATES,USA,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,042,042,04,1,1.9,4,1,4,-2.72952853598015,3,"Los Pinos, New Mexico, United States",US,USNM,NM001,35.1159,-106.317,908223,3,"Los Pinos, New Mexico, United States",US,USNM,,35.1159,-106.317,908223,3,"Los Pinos, New Mexico, United States",US,USNM,,35.1159,-106.317,908223,20260702020000,https://www.santafenewmexican.com/news/local_news/forest-roads-to-close-due-to-4-000-acre-fire-near-tres-piedras/article_704a0442-628f-4298-a599-1d18b7298c68.html
1311695664,20260702,202607,2026,2026.4986,,,,,,,,,,,AGR,FARMER,,,,,,AGR,,,1,061,061,06,2,6.4,5,1,5,1.27118644067797,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260702020000,http://www.wnypapers.com/news/article/current/2026/06/30/166465/hochul-launch-of-30m-tariff-relief-program-for-agricultural-producers
1311695665,20260702,202607,2026,2026.4986,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,040,040,04,1,1.0,2,1,2,1.71875,0,,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260702020000,https://www.bandt.com.au/melbourne-confidential-dan-cookson/
