GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1320661399,20260824,202608,2026,2026.6411,CHN,CHINESE,CHN,,,,,,,,CHNGOV,CHINA,CHN,,,,,GOV,,,0,010,010,01,1,0.0,4,1,4,-5.58698727015559,5,"Tibet, Xizang, China",CH,CH14,13213,32,90,-1934604,5,"Tibet, Xizang, China",CH,CH14,13213,32,90,-1934604,5,"Tibet, Xizang, China",CH,CH14,13213,32,90,-1934604,20260831011500,https://www.businesstimes.com.sg/international/flood-catastrophe-nepal-asked-china-early-warnings-risks-mounted
1320661400,20260824,202608,2026,2026.6411,CHN,CHINESE,CHN,,,,,,,,CHNGOV,CHINA,CHN,,,,,GOV,,,0,090,090,09,2,-2.0,4,1,4,-5.58698727015559,5,"Tibet, Xizang, China",CH,CH14,13213,32,90,-1934604,5,"Tibet, Xizang, China",CH,CH14,13213,32,90,-1934604,5,"Tibet, Xizang, China",CH,CH14,13213,32,90,-1934604,20260831011500,https://www.businesstimes.com.sg/international/flood-catastrophe-nepal-asked-china-early-warnings-risks-mounted
1320661401,20260824,202608,2026,2026.6411,CHNGOV,CHINESE,CHN,,,,,GOV,,,CHN,CHINA,CHN,,,,,,,,0,010,010,01,1,0.0,6,1,6,-5.58698727015559,5,"Tibet, Xizang, China",CH,CH14,13213,32,90,-1934604,5,"Tibet, Xizang, China",CH,CH14,13213,32,90,-1934604,5,"Tibet, Xizang, China",CH,CH14,13213,32,90,-1934604,20260831011500,https://www.businesstimes.com.sg/international/flood-catastrophe-nepal-asked-china-early-warnings-risks-mounted
1320661402,20260824,202608,2026,2026.6411,CHNGOV,CHINESE,CHN,,,,,GOV,,,CHN,CHINA,CHN,,,,,,,,0,090,090,09,2,-2.0,6,1,6,-5.58698727015559,5,"Tibet, Xizang, China",CH,CH14,13213,32,90,-1934604,5,"Tibet, Xizang, China",CH,CH14,13213,32,90,-1934604,5,"Tibet, Xizang, China",CH,CH14,13213,32,90,-1934604,20260831011500,https://www.businesstimes.com.sg/international/flood-catastrophe-nepal-asked-china-early-warnings-risks-mounted
1320661403,20260824,202608,2026,2026.6411,GOV,MINIST,,,,,,GOV,,,UAF,TERRORIST,,,,,,UAF,,,1,173,173,17,4,-5.0,5,1,5,-8.44051446945337,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260831011500,https://www.yourdemocracy.net.au/drupal/node/60988
1320661404,20260824,202608,2026,2026.6411,GOV,MINIST,,,,,,GOV,,,UAF,TERRORIST,,,,,,UAF,,,1,190,190,19,4,-10.0,5,1,5,-8.44051446945337,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260831011500,https://www.yourdemocracy.net.au/drupal/node/60988
1320661405,20260824,202608,2026,2026.6411,ISR,ISRAEL,ISR,,,,,,,,UAF,TERRORIST,,,,,,UAF,,,1,173,173,17,4,-5.0,2,1,2,-8.44051446945337,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260831011500,https://www.yourdemocracy.net.au/drupal/node/60988
1320661406,20260824,202608,2026,2026.6411,UAF,TERRORIST,,,,,,UAF,,,,,,,,,,,,,1,173,173,17,4,-5.0,3,1,3,-8.44051446945337,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,0,,,,,,,,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260831011500,https://www.yourdemocracy.net.au/drupal/node/60988
1320661407,20260831,202608,2026,2026.6603,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,040,040,04,1,1.0,8,1,8,-7.3170731707317,0,,,,,,,,4,"Safety Beach, New South Wales, Australia",AS,AS02,5096,-30.0968,153.188,11430674,4,"Safety Beach, New South Wales, Australia",AS,AS02,5096,-30.0968,153.188,11430674,20260831011500,https://www.perthnow.com.au/news/man-20-crashes-dads-car-into-tree-in-dromana-before-going-home-for-shower-c-22799050
1320661408,20260831,202608,2026,2026.6603,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,042,042,04,1,1.9,2,1,2,-4.44126074498567,0,,,,,,,,4,"Coogee, Western Australia, Australia",AS,AS08,5458,-32.1167,115.767,-1566850,4,"Coogee, Western Australia, Australia",AS,AS08,5458,-32.1167,115.767,-1566850,20260831011500,https://www.nzherald.co.nz/world/leah-stewart-on-surviving-a-4m-great-white-shark-attack-at-coogee-beach-sydney/KCJMRAUKPZCVNCW5R7R6OJDDTM/
