GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1323609714,20250918,202509,2025,2025.7068,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,043,043,04,1,2.8,2,1,2,3.16027088036118,0,,,,,,,,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,20260918003000,https://www.wandtv.com/2026/09/17/boys-girls-club-decatur-closed-two-months-calling-community-help/
1323609715,20250918,202509,2025,2025.7068,EDU,STUDENT,,,,,,EDU,,,,,,,,,,,,,0,042,042,04,1,1.9,2,1,2,3.16027088036118,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,0,,,,,,,,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,20260918003000,https://www.wandtv.com/2026/09/17/boys-girls-club-decatur-closed-two-months-calling-community-help/
1323609716,20250918,202509,2025,2025.7068,EDU,STUDENT,,,,,,EDU,,,USA,UNITED STATES,USA,,,,,,,,0,042,042,04,1,1.9,4,1,4,3.16027088036118,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,20260918003000,https://www.wandtv.com/2026/09/17/boys-girls-club-decatur-closed-two-months-calling-community-help/
1323609717,20250918,202509,2025,2025.7068,EDU,SCHOOL,,,,,,EDU,,,USA,UNITED STATES,USA,,,,,,,,0,043,043,04,1,2.8,4,1,4,3.16027088036118,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,20260918003000,https://www.wandtv.com/2026/09/17/boys-girls-club-decatur-closed-two-months-calling-community-help/
1323609718,20250918,202509,2025,2025.7068,REL,SAINT,,,,,,,,,GOV,MAYOR,,,,,,GOV,,,0,112,112,11,3,-2.0,2,1,2,-2.76981852913085,4,"Assisi, Umbria, Italy",IT,IT18,18411,43.0667,12.6167,-110824,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,20260918003000,https://www.wctrib.com/opinion/columns/gustavo-arellano-your-patron-saints-for-the-2026-election
1323609719,20250918,202509,2025,2025.7068,REL,SAINT,,,,,,,,,GOV,MAYOR,,,,,,GOV,,,0,112,112,11,3,-2.0,6,1,6,-2.76981852913085,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,20260918003000,https://www.wctrib.com/opinion/columns/gustavo-arellano-your-patron-saints-for-the-2026-election
1323609720,20250918,202509,2025,2025.7068,REL,SAINT,,,,,,,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,0,112,112,11,3,-2.0,2,1,2,-2.76981852913085,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,20260918003000,https://www.wctrib.com/opinion/columns/gustavo-arellano-your-patron-saints-for-the-2026-election
1323609721,20250918,202509,2025,2025.7068,USA,UNITED STATES,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,042,042,04,1,1.9,4,1,4,3.16027088036118,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,20260918003000,https://www.wandtv.com/2026/09/17/boys-girls-club-decatur-closed-two-months-calling-community-help/
1323609722,20250918,202509,2025,2025.7068,USA,UNITED STATES,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,043,043,04,1,2.8,4,1,4,3.16027088036118,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,3,"Decatur, Illinois, United States",US,USIL,IL115,39.8403,-88.9548,407044,20260918003000,https://www.wandtv.com/2026/09/17/boys-girls-club-decatur-closed-two-months-calling-community-help/
1323609723,20260819,202608,2026,2026.6274,MNCUSAMED,GOOGLE,USA,,,,,MNC,MED,,JUD,LAWYER,,,,,,JUD,,,1,060,060,06,2,6.0,5,1,5,1.20845921450152,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260918003000,https://www.thestar.com.my/tech/tech-news/2026/09/18/openai-launches-legal-focused-ai-platform-escalating-race-for-law-firm-users
1323609724,20260819,202608,2026,2026.6274,MNCUSAMED,GOOGLE,USA,,,,,MNC,MED,,JUD,LAWYER,,,,,,JUD,,,1,084,084,08,2,7.0,5,1,5,1.20845921450152,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260918003000,https://www.thestar.com.my/tech/tech-news/2026/09/18/openai-launches-legal-focused-ai-platform-escalating-race-for-law-firm-users
1323609725,20260819,202608,2026,2026.6274,USA,TEXAS,USA,,,,,,,,,,,,,,,,,,0,120,120,12,3,-4.0,2,1,2,-10.4134762633997,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,0,,,,,,,,3,"Cameron County, Texas, United States",US,USTX,,26.117,-97.5169,1383816,20260918003000,https://www.local10.com/news/2026/09/17/bail-set-for-ice-officer-accused-of-lying-and-assault-in-non-fatal-shooting-in-minneapolis/
1323609726,20260819,202608,2026,2026.6274,USA,TEXAS,USA,,,,,,,,REL,ABBOT,,,,,,,,,0,120,120,12,3,-4.0,6,1,6,-10.4134762633997,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260918003000,https://www.local10.com/news/2026/09/17/bail-set-for-ice-officer-accused-of-lying-and-assault-in-non-fatal-shooting-in-minneapolis/
1323609727,20260819,202608,2026,2026.6274,USA,TEXAS,USA,,,,,,,,USAREL,UNITED STATES,USA,,,,,,,,0,120,120,12,3,-4.0,2,1,2,-10.4134762633997,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260918003000,https://www.local10.com/news/2026/09/17/bail-set-for-ice-officer-accused-of-lying-and-assault-in-non-fatal-shooting-in-minneapolis/
1323609728,20260911,202609,2026,2026.6877,,,,,,,,,,,IGOUNOLEG,UNITED NATIONS,,UNO,,,,IGO,LEG,,0,036,036,03,1,4.0,5,1,5,-1.77304964539007,0,,,,,,,,1,Kuwait,KU,KU,,29.5,47.75,KU,1,Kuwait,KU,KU,,29.5,47.75,KU,20260918003000,https://redstate.com/wardclark/2026/09/17/trump-big-decision-coming-up-on-iran-n2207067
1323609729,20260911,202609,2026,2026.6877,GOV,GOVERNANCE,,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,1,036,036,03,1,4.0,2,1,2,-0.40485829959514,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260918003000,https://japantoday.com/category/tech/a-global-ai-safety-strategy-depends-on-us-china-cooperation.-they-each-see-the-other-as-the-problem
1323609730,20260911,202609,2026,2026.6877,GOV,PRESIDENT,,,,,,GOV,,,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,0,138,138,13,3,-7.0,4,1,4,-2.65895953757225,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260918003000,https://governorswindenergycoalition.org/house-passes-bill-taking-aim-at-data-center-electricity-costs/
