GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1311353934,20250630,202506,2025,2025.4932,COP,PRISON,,,,,,COP,,,,,,,,,,,,,0,173,173,17,4,-5.0,1,1,1,-11.3149847094801,3,"Long Island, New York, United States",US,USNY,NY067,43.152,-76.061,955858,0,,,,,,,,3,"Long Island, New York, United States",US,USNY,,43.152,-76.061,955858,20260630013000,https://www.winnipegfreepress.com/world/2026/06/29/jury-finds-alleged-ms-13-members-guilty-of-murder-and-racketeering-in-nevada
1311353935,20250630,202506,2025,2025.4932,COP,PRISON,,,,,,COP,,,USA,NEW YORK,USA,,,,,,,,0,173,173,17,4,-5.0,7,1,7,-11.3149847094801,3,"Long Island, New York, United States",US,USNY,NY067,43.152,-76.061,955858,3,"Long Island, New York, United States",US,USNY,,43.152,-76.061,955858,3,"Long Island, New York, United States",US,USNY,,43.152,-76.061,955858,20260630013000,https://www.winnipegfreepress.com/world/2026/06/29/jury-finds-alleged-ms-13-members-guilty-of-murder-and-racketeering-in-nevada
1311353936,20250630,202506,2025,2025.4932,COP,PRISON,,,,,,COP,,,USA,NEW YORK,USA,,,,,,,,0,173,173,17,4,-5.0,2,1,2,-11.3149847094801,3,"Long Island, New York, United States",US,USNY,NY067,43.152,-76.061,955858,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,3,"Long Island, New York, United States",US,USNY,,43.152,-76.061,955858,20260630013000,https://www.winnipegfreepress.com/world/2026/06/29/jury-finds-alleged-ms-13-members-guilty-of-murder-and-racketeering-in-nevada
1311353937,20250630,202506,2025,2025.4932,IGOEUREEC,THE EU,EUR,EEC,,,,IGO,,,,,,,,,,,,,0,061,061,06,2,6.4,10,1,10,0.772200772200775,1,Saudi Arabia,SA,SA,,25,45,SA,0,,,,,,,,1,China,CH,CH,,35,105,CH,20260630013000,https://www.nzherald.co.nz/the-country/news/red-meat-beef-and-sheepmeat-exports-set-new-highs-driving-16b-may-total/YAXPJDKHPBHP5KBHNW6HJ6JYIM/
1311353938,20250630,202506,2025,2025.4932,IGOPGSGCC,GULF COOPERATION COUNCIL,PGS,GCC,,,,IGO,,,,,,,,,,,,,1,061,061,06,2,6.4,20,1,20,0.772200772200775,1,China,CH,CH,,35,105,CH,0,,,,,,,,1,China,CH,CH,,35,105,CH,20260630013000,https://www.nzherald.co.nz/the-country/news/red-meat-beef-and-sheepmeat-exports-set-new-highs-driving-16b-may-total/YAXPJDKHPBHP5KBHNW6HJ6JYIM/
1311353939,20250630,202506,2025,2025.4932,RUS,VOLGOGRAD,RUS,,,,,,,,,,,,,,,,,,0,055,055,05,1,7.0,10,1,10,-5.11811023622048,4,"Volgograd, Volgogradskaya Oblast', Russia",RS,RS84,25113,48.8047,44.5858,-3034353,0,,,,,,,,4,"Volgograd, Volgogradskaya Oblast', Russia",RS,RS84,25113,48.8047,44.5858,-3034353,20260630013000,https://www.eng.kavkaz-uzel.eu/articles/76527
1311353940,20250630,202506,2025,2025.4932,SAU,SAUDI ARABIA,SAU,,,,,,,,,,,,,,,,,,0,061,061,06,2,6.4,10,1,10,0.772200772200775,1,Saudi Arabia,SA,SA,,25,45,SA,0,,,,,,,,1,Saudi Arabia,SA,SA,,25,45,SA,20260630013000,https://www.nzherald.co.nz/the-country/news/red-meat-beef-and-sheepmeat-exports-set-new-highs-driving-16b-may-total/YAXPJDKHPBHP5KBHNW6HJ6JYIM/
1311353941,20250630,202506,2025,2025.4932,USA,UNITED STATES,USA,,,,,,,,COP,PRISON,,,,,,COP,,,0,190,190,19,4,-10.0,4,1,4,-11.3149847094801,3,"Long Island, New York, United States",US,USNY,NY067,43.152,-76.061,955858,3,"Long Island, New York, United States",US,USNY,,43.152,-76.061,955858,3,"Long Island, New York, United States",US,USNY,,43.152,-76.061,955858,20260630013000,https://www.winnipegfreepress.com/world/2026/06/29/jury-finds-alleged-ms-13-members-guilty-of-murder-and-racketeering-in-nevada
1311353942,20260531,202605,2026,2026.4137,CAN,CANADA,CAN,,,,,,,,USAMED,REUTERS,USA,,,,,MED,,,1,013,013,01,1,0.4,8,1,8,1.10619469026548,4,"Montreal, Quebec, Canada",CA,CA10,12713,45.5,-73.5833,-569541,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260630013000,https://www.autoweek.com/news/a71775696/canada-about-to-get-chinese-evs-geely/
1311353943,20260531,202605,2026,2026.4137,CHNGOV,CHINA,CHN,,,,,GOV,,,CAN,CANADA,CAN,,,,,,,,1,010,010,01,1,0.0,2,1,2,1.10619469026548,4,"Montreal, Quebec, Canada",CA,CA10,12713,45.5,-73.5833,-569541,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260630013000,https://www.autoweek.com/news/a71775696/canada-about-to-get-chinese-evs-geely/
1311353944,20260531,202605,2026,2026.4137,CHNGOV,CHINA,CHN,,,,,GOV,,,CAN,CANADA,CAN,,,,,,,,1,036,036,03,1,4.0,10,1,10,1.10619469026548,1,China,CH,CH,,35,105,CH,4,"Montreal, Quebec, Canada",CA,CA10,12713,45.5,-73.5833,-569541,4,"Montreal, Quebec, Canada",CA,CA10,12713,45.5,-73.5833,-569541,20260630013000,https://www.autoweek.com/news/a71775696/canada-about-to-get-chinese-evs-geely/
1311353945,20260623,202606,2026,2026.4740,GOV,STATE ATTORNEY GENERAL,,,,,,GOV,,,CRM,CRIMINAL,,,,,,CRM,,,0,090,090,09,2,-2.0,20,2,20,-6.05714285714286,2,"New Mexico, United States",US,USNM,,34.8375,-106.237,NM,2,"New Mexico, United States",US,USNM,,34.8375,-106.237,NM,2,"New Mexico, United States",US,USNM,,34.8375,-106.237,NM,20260630013000,https://www.wfmz.com/news/ap/ap-national/new-mexico-governor-says-state-could-seek-billions-after-dea-let-fentanyl-hit-streets/article_02cca939-35b5-5d2d-aeae-f9827889ce48.html
1311353946,20260623,202606,2026,2026.4740,JUDJUD,SUPERIOR COURT,,,,,,JUD,JUD,,,,,,,,,,,,1,050,050,05,1,3.5,1,1,1,-1.5748031496063,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,0,,,,,,,,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,20260630013000,https://www.rawstory.com/dan-sullivan-2677130432/
1311353947,20260623,202606,2026,2026.4740,JUDJUD,SUPERIOR COURT,,,,,,JUD,JUD,,,,,,,,,,,,1,120,120,12,3,-4.0,1,1,1,-1.5748031496063,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,0,,,,,,,,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,20260630013000,https://www.rawstory.com/dan-sullivan-2677130432/
1311353948,20260623,202606,2026,2026.4740,MNCUSAMED,QUALCOMM,USA,,,,,MNC,MED,,USA,UNITED STATES,USA,,,,,,,,0,010,010,01,1,0.0,2,1,2,1.74731182795699,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260630013000,https://www.sandiegouniontribune.com/2026/06/29/what-wall-street-analysts-are-saying-about-qualcomms-next-act/
1311353949,20260623,202606,2026,2026.4740,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,110,110,11,3,-2.0,2,1,2,-7.88954635108481,3,"Dakota County, Nebraska, United States",US,USNE,NE043,42.4,-96.567,835843,0,,,,,,,,3,"Dakota County, Nebraska, United States",US,USNE,,42.4,-96.567,835843,20260630013000,https://www.ktiv.com/2026/06/29/former-dakota-county-sheriffs-state-charges-dismissed-still-facing-federal-charges-child-pornography/
1311353950,20260623,202606,2026,2026.4740,USAJUD,UNITED STATES,USA,,,,,JUD,,,JUDJUD,JUDGE,,,,,,JUD,JUD,,1,050,050,05,1,3.5,2,1,2,-1.5748031496063,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,20260630013000,https://www.rawstory.com/dan-sullivan-2677130432/
1311353951,20260623,202606,2026,2026.4740,USAJUD,UNITED STATES,USA,,,,,JUD,,,JUDJUD,JUDGE,,,,,,JUD,JUD,,1,120,120,12,3,-4.0,1,1,1,-1.5748031496063,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,20260630013000,https://www.rawstory.com/dan-sullivan-2677130432/
1311353952,20260623,202606,2026,2026.4740,USAJUD,UNITED STATES,USA,,,,,JUD,,,JUDJUD,JUDGE,,,,,,JUD,JUD,,1,120,120,12,3,-4.0,1,1,1,-1.5748031496063,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,20260630013000,https://www.rawstory.com/dan-sullivan-2677130432/
1311353953,20260629,202606,2026,2026.4904,,,,,,,,,,,FJI,FIJI,FJI,,,,,,,,1,130,130,13,3,-4.4,10,1,10,1.29449838187703,0,,,,,,,,1,Fiji,FJ,FJ,,-18,178,FJ,1,Fiji,FJ,FJ,,-18,178,FJ,20260630013000,https://fijisun.com.fj:443/news/nation/former-a-g-backs-secular-state
1311353954,20260629,202606,2026,2026.4904,MIL,MILITARY BASE,,,,,,MIL,,,,,,,,,,,,,1,172,172,17,4,-5.0,4,1,4,0.47058823529412,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,0,,,,,,,,4,"Pinkenba, Queensland, Australia",AS,AS04,154654,-27.4333,153.117,-1595261,20260630013000,https://www.theepochtimes.com/world/ccp-renews-police-deployment-in-vanuatu-ahead-of-nakamal-agreement-6055056
1311353955,20260629,202606,2026,2026.4904,MIL,MILITARY BASE,,,,,,MIL,,,,,,,,,,,,,1,172,172,17,4,-5.0,6,1,6,0.47058823529412,4,"Pinkenba, Queensland, Australia",AS,AS04,154654,-27.4333,153.117,-1595261,0,,,,,,,,4,"Pinkenba, Queensland, Australia",AS,AS04,154654,-27.4333,153.117,-1595261,20260630013000,https://www.theepochtimes.com/world/ccp-renews-police-deployment-in-vanuatu-ahead-of-nakamal-agreement-6055056
1311353956,20260630,202606,2026,2026.4932,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,042,042,04,1,1.9,6,1,6,-8.21033210332104,0,,,,,,,,4,"Illawarra, Victoria, Australia",AS,AS07,5410,-37.0667,142.7,-1579342,4,"Illawarra, Victoria, Australia",AS,AS07,5410,-37.0667,142.7,-1579342,20260630013000,https://www.illawarramercury.com.au/story/9299900/timothy-williams-brutal-wollongong-attacker-caught-by-cctv/
1311353957,20260630,202606,2026,2026.4932,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,084,084,08,2,7.0,2,1,2,-8.21033210332104,0,,,,,,,,4,"Illawarra, Victoria, Australia",AS,AS07,5410,-37.0667,142.7,-1579342,4,"Illawarra, Victoria, Australia",AS,AS07,5410,-37.0667,142.7,-1579342,20260630013000,https://www.illawarramercury.com.au/story/9299900/timothy-williams-brutal-wollongong-attacker-caught-by-cctv/
1311353958,20260630,202606,2026,2026.4932,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,173,173,17,4,-5.0,4,1,4,-8.21033210332104,0,,,,,,,,4,"Illawarra, Victoria, Australia",AS,AS07,5410,-37.0667,142.7,-1579342,4,"Illawarra, Victoria, Australia",AS,AS07,5410,-37.0667,142.7,-1579342,20260630013000,https://www.illawarramercury.com.au/story/9299900/timothy-williams-brutal-wollongong-attacker-caught-by-cctv/
1311353959,20260630,202606,2026,2026.4932,,,,,,,,,,,AUSBUS,AUSTRALIA,AUS,,,,,BUS,,,1,040,040,04,1,1.0,10,1,10,-5.46623794212218,0,,,,,,,,4,"Marrickville, New South Wales, Australia",AS,AS02,5045,-33.9167,151.167,-1586038,4,"Marrickville, New South Wales, Australia",AS,AS02,5045,-33.9167,151.167,-1586038,20260630013000,https://www.dailymail.com/news/article-15939639/EY-cba-albanese-banking-breach.html
1311353960,20260630,202606,2026,2026.4932,,,,,,,,,,,BUS,AIRLINE,,,,,,BUS,,,1,036,036,03,1,4.0,5,1,5,-0.91463414634146,0,,,,,,,,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260630013000,https://aero-news.net:443/index.cfm?do=main.textpost&id=466AC0C6-EA94-4D87-9CD0-6815103BBC8B
