GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1302030937,20250502,202505,2025,2025.3342,CHRCTH,CATHOLIC,,,,CHR,CTH,,,,CVL,IMMIGRANT,,,,,,CVL,,,0,110,110,11,3,-2.0,6,1,6,-1.02389078498294,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260502001500,https://www.yoursourceone.com/news/national_news/catholic-priest-who-criticized-trump-immigration-crackdown-named-west-virginia-bishop/article_5cf7e38a-a09e-5581-9a83-a663aeb56215.html
1302030938,20250502,202505,2025,2025.3342,CHRCTH,CATHOLIC,,,,CHR,CTH,,,,CVL,IMMIGRANT,,,,,,CVL,,,0,110,110,11,3,-2.0,4,1,4,-1.02389078498294,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,1,El Salvador,ES,ES,,13.833333,-88.916667,ES,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260502001500,https://www.yoursourceone.com/news/national_news/catholic-priest-who-criticized-trump-immigration-crackdown-named-west-virginia-bishop/article_5cf7e38a-a09e-5581-9a83-a663aeb56215.html
1302030939,20250502,202505,2025,2025.3342,CVL,COMMUNITY,,,,,,CVL,,,GBR,BRITAIN,GBR,,,,,,,,0,014,014,01,1,0.0,10,1,10,-4.52937013446568,4,"Golders Green, Barnet, United Kingdom",UK,UKA2,40110,51.5667,-0.216667,-2597271,4,"Golders Green, Barnet, United Kingdom",UK,UKA2,40110,51.5667,-0.216667,-2597271,4,"Golders Green, Barnet, United Kingdom",UK,UKA2,40110,51.5667,-0.216667,-2597271,20260502001500,https://www.nbcnews.com/world/united-kingdom/anger-despair-jewish-britons-spate-attacks-rcna342853
1302030940,20250502,202505,2025,2025.3342,SLV,EL SALVADOR,SLV,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,192,192,19,4,-9.5,3,1,3,-1.02389078498294,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260502001500,https://www.yoursourceone.com/news/national_news/catholic-priest-who-criticized-trump-immigration-crackdown-named-west-virginia-bishop/article_5cf7e38a-a09e-5581-9a83-a663aeb56215.html
1302030941,20250502,202505,2025,2025.3342,SLV,EL SALVADOR,SLV,,,,,,,,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,1,013,013,01,1,0.4,3,1,3,-1.02389078498294,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260502001500,https://www.yoursourceone.com/news/national_news/catholic-priest-who-criticized-trump-immigration-crackdown-named-west-virginia-bishop/article_5cf7e38a-a09e-5581-9a83-a663aeb56215.html
1302030942,20250502,202505,2025,2025.3342,SLV,EL SALVADOR,SLV,,,,,,,,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,1,013,013,01,1,0.4,3,1,3,-1.02389078498294,1,El Salvador,ES,ES,,13.833333,-88.916667,ES,2,"West Virginia, United States",US,USWV,,38.468,-80.9696,WV,2,"West Virginia, United States",US,USWV,,38.468,-80.9696,WV,20260502001500,https://www.yoursourceone.com/news/national_news/catholic-priest-who-criticized-trump-immigration-crackdown-named-west-virginia-bishop/article_5cf7e38a-a09e-5581-9a83-a663aeb56215.html
1302030943,20250502,202505,2025,2025.3342,USA,LOUISIANA,USA,,,,,,,,JUD,FEDERAL COURT,,,,,,JUD,,,1,100,100,10,3,-5.0,20,2,20,-2.68595041322314,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20260502001500,https://www.nbclosangeles.com/news/national-international/appeals-court-ends-nationwide-access-abortion-pills-telehealth-mail/3884530/
1302030944,20250502,202505,2025,2025.3342,USA,UNITED STATES,USA,,,,,,,,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,1,013,013,01,1,0.4,1,1,1,-1.02389078498294,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,1,El Salvador,ES,ES,,13.833333,-88.916667,ES,1,El Salvador,ES,ES,,13.833333,-88.916667,ES,20260502001500,https://www.yoursourceone.com/news/national_news/catholic-priest-who-criticized-trump-immigration-crackdown-named-west-virginia-bishop/article_5cf7e38a-a09e-5581-9a83-a663aeb56215.html
1302030945,20250502,202505,2025,2025.3342,USA,UNITED STATES,USA,,,,,,,,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,1,013,013,01,1,0.4,1,1,1,-1.02389078498294,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,1,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,1,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,20260502001500,https://www.yoursourceone.com/news/national_news/catholic-priest-who-criticized-trump-immigration-crackdown-named-west-virginia-bishop/article_5cf7e38a-a09e-5581-9a83-a663aeb56215.html
1302030946,20250502,202505,2025,2025.3342,USA,UNITED STATES,USA,,,,,,,,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,1,192,192,19,4,-9.5,1,1,1,-1.02389078498294,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260502001500,https://www.yoursourceone.com/news/national_news/catholic-priest-who-criticized-trump-immigration-crackdown-named-west-virginia-bishop/article_5cf7e38a-a09e-5581-9a83-a663aeb56215.html
