GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1304573406,20260511,202605,2026,2026.3589,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,0,043,043,04,1,2.8,20,5,20,-1.98198198198199,0,,,,,,,,4,"Jamestown, Highland, United Kingdom",UK,UKV3,40172,57.55,-4.53333,-2599650,4,"Wirral, Wirral, United Kingdom",UK,UKQ1,40179,53.3333,-3.08333,-2611899,20260518001500,https://www.eastlothiancourier.com/news/national/26114578.medic-hantavirus-symptoms-uk-hospital-nine-virus-contacts-arrive/
1304573407,20260511,202605,2026,2026.3589,CHN,BEIJING,CHN,,,,,,,,USA,THE US,USA,,,,,,,,1,020,020,02,1,3.0,8,1,8,-2.22841225626741,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260518001500,https://www.nationalmemo.com/trump-beijing-summit
1304573408,20260511,202605,2026,2026.3589,CHN,CHINA,CHN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,040,040,04,1,1.0,2,1,2,3.50877192982456,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,1,United States,US,US,,39.828175,-98.5795,US,20260518001500,http://usa.chinadaily.com.cn/a/202605/18/WS6a0a5056a310d6866eb49168.html
1304573409,20260511,202605,2026,2026.3589,CHN,CHINA,CHN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,040,040,04,1,1.0,6,1,6,3.50877192982456,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260518001500,http://usa.chinadaily.com.cn/a/202605/18/WS6a0a5056a310d6866eb49168.html
1304573410,20260511,202605,2026,2026.3589,CHN,CHINA,CHN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,040,040,04,1,1.0,2,1,2,3.50877192982456,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260518001500,http://usa.chinadaily.com.cn/a/202605/18/WS6a0a5056a310d6866eb49168.html
1304573411,20260511,202605,2026,2026.3589,HLH,HOSPITAL,,,,,,HLH,,,,,,,,,,,,,0,042,042,04,1,1.9,20,5,20,-1.98198198198199,4,"Jamestown, Highland, United Kingdom",UK,UKV3,40172,57.55,-4.53333,-2599650,0,,,,,,,,4,"Wirral, Wirral, United Kingdom",UK,UKQ1,40179,53.3333,-3.08333,-2611899,20260518001500,https://www.eastlothiancourier.com/news/national/26114578.medic-hantavirus-symptoms-uk-hospital-nine-virus-contacts-arrive/
1304573412,20260511,202605,2026,2026.3589,IGOBUSIMF,INTERNATIONAL MONETARY FUND,,IMF,,,,IGO,BUS,,GOV,ADMINISTRATION,,,,,,GOV,,,1,111,111,11,3,-2.0,10,1,10,-5.65045992115637,4,"Tinubu, Lagos, Nigeria",NI,NI05,191300,6.51667,3.36667,-2027738,4,"Tinubu, Lagos, Nigeria",NI,NI05,191300,6.51667,3.36667,-2027738,4,"Tinubu, Lagos, Nigeria",NI,NI05,191300,6.51667,3.36667,-2027738,20260518001500,https://thesun.ng/nigerias-opaque-budgeting-system/
1304573413,20260511,202605,2026,2026.3589,QAT,QATAR,QAT,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,2,1,2,-0.40871934604904,4,"Moose Jaw, Saskatchewan, Canada",CA,CA11,12799,50.4,-105.55,-569584,0,,,,,,,,1,Qatar,QA,QA,,25.5,51.25,QA,20260518001500,https://www.theglobeandmail.com/politics/article-defence-minister-expected-to-lay-out-future-of-snowbirds-jets-on/
1304573414,20260511,202605,2026,2026.3589,QAT,QATAR,QAT,,,,,,,,GOV,MINIST,,,,,,GOV,,,1,120,120,12,3,-4.0,5,1,5,-0.40871934604904,4,"Moose Jaw, Saskatchewan, Canada",CA,CA11,12799,50.4,-105.55,-569584,4,"Moose Jaw, Saskatchewan, Canada",CA,CA11,12799,50.4,-105.55,-569584,4,"Moose Jaw, Saskatchewan, Canada",CA,CA11,12799,50.4,-105.55,-569584,20260518001500,https://www.theglobeandmail.com/politics/article-defence-minister-expected-to-lay-out-future-of-snowbirds-jets-on/
1304573415,20260518,202605,2026,2026.3781,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,042,042,04,1,1.9,10,1,10,-0.91743119266055,0,,,,,,,,1,South Africa,SF,SF,,-30,26,SF,1,South Africa,SF,SF,,-30,26,SF,20260518001500,https://eyemagazine.com/blog/post/hans-unger-centenary-exhibition
