GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1294149084,20250314,202503,2025,2025.2027,,,,,,,,,,,USA,FLORIDA,USA,,,,,,,,0,057,057,05,1,8.0,24,3,24,-0.62111801242236,0,,,,,,,,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20260314010000,https://www.wpbf.com/article/rare-harbor-seal-spotted-central-florida/70739787
1294149085,20250314,202503,2025,2025.2027,USA,FLORIDA,USA,,,,,,,,,,,,,,,,,,0,057,057,05,1,8.0,24,3,24,-0.62111801242236,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,0,,,,,,,,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20260314010000,https://www.wpbf.com/article/rare-harbor-seal-spotted-central-florida/70739787
1294149086,20260212,202602,2026,2026.1151,BUS,BUSINESS,,,,,,BUS,,,,,,,,,,,,,0,010,010,01,1,0.0,4,1,4,0.74626865671641,3,"Chicago, Illinois, United States",US,USIL,IL031,41.85,-87.6501,423587,0,,,,,,,,3,"Chicago, Illinois, United States",US,USIL,IL031,41.85,-87.6501,423587,20260314010000,https://www.thedailybeast.com/donald-trump-79-cant-stop-bragging-about-his-florsheim-shoe-fetish/
1294149087,20260212,202602,2026,2026.1151,COL,COLOMBIA,COL,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,120,120,12,3,-4.0,2,1,2,-8.03858520900322,1,Colombia,CO,CO,,4,-72,CO,4,"Calgary, Alberta, Canada",CA,CA01,12549,51.0833,-114.083,-561990,4,"Calgary, Alberta, Canada",CA,CA01,12549,51.0833,-114.083,-561990,20260314010000,https://www.cbc.ca/news/canada/calgary/lawyers-review-bail-denial-allistair-chapman-9.7128343
1294149088,20260212,202602,2026,2026.1151,COP,BORDER PATROL,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,1,173,173,17,4,-5.0,1,1,1,-11.6279069767442,2,"Connecticut, United States",US,USCT,,41.5834,-72.7622,CT,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Connecticut, United States",US,USCT,,41.5834,-72.7622,CT,20260314010000,https://www.wabi.tv:443/2026/03/13/connecticut-man-arrested-illegally-crossing-border-lubec-assaulting-officer/
1294149089,20260212,202602,2026,2026.1151,USA,MAINE,USA,,,,,,,,COP,BORDER PATROL,,,,,,COP,,,1,010,010,01,1,0.0,10,1,10,-11.6279069767442,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Connecticut, United States",US,USCT,,41.5834,-72.7622,CT,2,"Connecticut, United States",US,USCT,,41.5834,-72.7622,CT,20260314010000,https://www.wabi.tv:443/2026/03/13/connecticut-man-arrested-illegally-crossing-border-lubec-assaulting-officer/
1294149090,20260212,202602,2026,2026.1151,USA,MAINE,USA,,,,,,,,COP,BORDER PATROL,,,,,,COP,,,1,180,180,18,4,-9.0,10,1,10,-11.6279069767442,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Connecticut, United States",US,USCT,,41.5834,-72.7622,CT,2,"Connecticut, United States",US,USCT,,41.5834,-72.7622,CT,20260314010000,https://www.wabi.tv:443/2026/03/13/connecticut-man-arrested-illegally-crossing-border-lubec-assaulting-officer/
1294149091,20260212,202602,2026,2026.1151,USAGOVELI,BARACK OBAMA,USA,,,,,GOV,ELI,,,,,,,,,,,,0,010,010,01,1,0.0,1,1,1,-1.68634064080944,3,"Wright-Patterson Air Force Base, Ohio, United States",US,USOH,OH057,39.8375,-84.0411,2442571,0,,,,,,,,3,"Wright-Patterson Air Force Base, Ohio, United States",US,USOH,,39.8375,-84.0411,2442571,20260314010000,https://www.thedailybeast.com/shocking-new-details-emerge-in-search-for-missing-ufo-expert-william-neil-mccasland/
1294149092,20260212,202602,2026,2026.1151,USAGOVELI,BARACK OBAMA,USA,,,,,GOV,ELI,,,,,,,,,,,,0,010,010,01,1,0.0,8,1,8,-1.68634064080944,3,"Sandia Mountains, New Mexico, United States",US,USNM,NM043,35.2778,-106.454,910746,0,,,,,,,,3,"Sandia Mountains, New Mexico, United States",US,USNM,,35.2778,-106.454,910746,20260314010000,https://www.thedailybeast.com/shocking-new-details-emerge-in-search-for-missing-ufo-expert-william-neil-mccasland/
1294149093,20260212,202602,2026,2026.1151,USAGOVELI,BARACK OBAMA,USA,,,,,GOV,ELI,,,,,,,,,,,,0,010,010,01,1,0.0,1,1,1,-1.68634064080944,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,0,,,,,,,,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,20260314010000,https://www.thedailybeast.com/shocking-new-details-emerge-in-search-for-missing-ufo-expert-william-neil-mccasland/
