GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1293170501,20250309,202503,2025,2025.1890,,,,,,,,,,,JUD,PROSECUTOR,,,,,,JUD,,,1,173,173,17,4,-5.0,3,1,3,-7.28971962616823,0,,,,,,,,4,"Silivri, Istanbul, Turkey",TU,TU34,27911,41.0802,28.2261,-770788,4,"Silivri, Istanbul, Turkey",TU,TU34,27911,41.0802,28.2261,-770788,20260309030000,https://www.firstpost.com/world/turkey-opposition-champion-imamoglu-goes-on-trial-one-year-after-his-arrest-13987493.html
1293170502,20250309,202503,2025,2025.1890,,,,,,,,,,,NGA,NIGERIAN,NGA,,,,,,,,0,190,190,19,4,-10.0,3,1,3,-4.81848184818482,0,,,,,,,,5,"Sokoto State, Sokoto, Nigeria",NI,NI51,190962,13.0833,5.25,-2026915,5,"Sokoto State, Sokoto, Nigeria",NI,NI51,190962,13.0833,5.25,-2026915,20260309030000,https://www.thisdaylive.com/2026/03/09/its-all-about-context/
1293170503,20250309,202503,2025,2025.1890,JUD,PROSECUTOR,,,,,,JUD,,,TUR,TURKEY,TUR,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-7.28971962616823,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,20260309030000,https://www.firstpost.com/world/turkey-opposition-champion-imamoglu-goes-on-trial-one-year-after-his-arrest-13987493.html
1293170504,20250309,202503,2025,2025.1890,NGA,NIGERIA,NGA,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-4.81848184818482,5,"Sokoto State, Sokoto, Nigeria",NI,NI51,190962,13.0833,5.25,-2026915,5,"Sokoto State, Sokoto, Nigeria",NI,NI51,190962,13.0833,5.25,-2026915,5,"Sokoto State, Sokoto, Nigeria",NI,NI51,190962,13.0833,5.25,-2026915,20260309030000,https://www.thisdaylive.com/2026/03/09/its-all-about-context/
1293170505,20250309,202503,2025,2025.1890,NGA,NIGERIA,NGA,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-4.81848184818482,5,"Sokoto State, Sokoto, Nigeria",NI,NI51,190962,13.0833,5.25,-2026915,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,20260309030000,https://www.thisdaylive.com/2026/03/09/its-all-about-context/
1293170506,20250309,202503,2025,2025.1890,NGACOP,NIGERIA,NGA,,,,,COP,,,NGA,NIGERIA,NGA,,,,,,,,0,190,190,19,4,-10.0,1,1,1,-4.81848184818482,5,"Sokoto State, Sokoto, Nigeria",NI,NI51,190962,13.0833,5.25,-2026915,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,20260309030000,https://www.thisdaylive.com/2026/03/09/its-all-about-context/
1293170507,20250309,202503,2025,2025.1890,NGACOP,NIGERIA,NGA,,,,,COP,,,NGA,NIGERIAN,NGA,,,,,,,,0,190,190,19,4,-10.0,4,1,4,-4.81848184818482,5,"Sokoto State, Sokoto, Nigeria",NI,NI51,190962,13.0833,5.25,-2026915,5,"Sokoto State, Sokoto, Nigeria",NI,NI51,190962,13.0833,5.25,-2026915,5,"Sokoto State, Sokoto, Nigeria",NI,NI51,190962,13.0833,5.25,-2026915,20260309030000,https://www.thisdaylive.com/2026/03/09/its-all-about-context/
1293170508,20260207,202602,2026,2026.1014,PAK,PAKISTAN,PAK,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,040,040,04,1,1.0,4,1,4,-8.05134189031505,4,"Lahore High Court, Punjab, Pakistan",PK,PK04,23674,33.5547,73.1025,10518107,4,"Lahore High Court, Punjab, Pakistan",PK,PK04,23674,33.5547,73.1025,10518107,4,"Lahore High Court, Punjab, Pakistan",PK,PK04,23674,33.5547,73.1025,10518107,20260309030000,https://www.dawn.com/news/1980017/arccs-in-crisis
1293170509,20260207,202602,2026,2026.1014,PAKJUD,LAHORE,PAK,,,,,JUD,,,GOV,GOVERNMENT,,,,,,GOV,,,0,040,040,04,1,1.0,6,1,6,-8.05134189031505,4,"Lahore High Court, Punjab, Pakistan",PK,PK04,23674,33.5547,73.1025,10518107,4,"Lahore High Court, Punjab, Pakistan",PK,PK04,23674,33.5547,73.1025,10518107,4,"Lahore High Court, Punjab, Pakistan",PK,PK04,23674,33.5547,73.1025,10518107,20260309030000,https://www.dawn.com/news/1980017/arccs-in-crisis
1293170510,20260302,202603,2026,2026.1699,AUS,SYDNEY,AUS,,,,,,,,EGY,ALEXANDRIA,EGY,,,,,,,,1,043,043,04,1,2.8,6,1,6,3.08285163776493,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Alexandria, Al Iskandariyah, Egypt",EG,EG06,61590,31.1981,29.9192,-290263,4,"Alexandria, Al Iskandariyah, Egypt",EG,EG06,61590,31.1981,29.9192,-290263,20260309030000,https://campaignbrief.com/the-limitless-equation-podcast-brings-150-industry-leaders-together-to-tackle-self-doubt/
