GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1313633468,20250715,202507,2025,2025.5342,,,,,,,,,,,SAU,SAUDI ARABIA,SAU,,,,,,,,1,060,060,06,2,6.0,4,1,4,2.64290104486785,0,,,,,,,,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,20260715001500,https://www.bloodhorse.com/horse-racing/articles/293136/our-moneyman-soars-to-2m-at-f-t-july-hora-sale
1313633469,20250715,202507,2025,2025.5342,BLZ,BELIZE,BLZ,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,043,043,04,1,2.8,2,1,2,1.5693112467306,3,"Brooklyn, New York, United States",US,USNY,NY025,42.3442,-75.1704,944840,3,"Brooklyn, New York, United States",US,USNY,NY025,42.3442,-75.1704,944840,3,"Brooklyn, New York, United States",US,USNY,NY025,42.3442,-75.1704,944840,20260715001500,https://thetablet.org/diocese-of-brooklyn-youth-ambassadors-trip-dominican-republic-haitian-migrants/
1313633470,20250715,202507,2025,2025.5342,BLZ,BELIZE,BLZ,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,043,043,04,1,2.8,2,1,2,1.5693112467306,1,Belize,BH,BH,,17.25,-88.75,BH,3,"Brooklyn, New York, United States",US,USNY,NY025,42.3442,-75.1704,944840,1,Belize,BH,BH,,17.25,-88.75,BH,20260715001500,https://thetablet.org/diocese-of-brooklyn-youth-ambassadors-trip-dominican-republic-haitian-migrants/
1313633471,20250715,202507,2025,2025.5342,GOV,MAYOR,,,,,,GOV,,,USA,NEW YORK CITY,USA,,,,,,,,1,030,030,03,1,4.0,3,1,3,-0.892857142857141,3,"Bedford-Stuyvesant, New York, United States",US,USNY,NY047,40.6834,-73.9412,943484,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,3,"Bedford-Stuyvesant, New York, United States",US,USNY,,40.6834,-73.9412,943484,20260715001500,https://thetablet.org/church-group-housing-push/
1313633472,20250715,202507,2025,2025.5342,GOV,MAYOR,,,,,,GOV,,,USA,NEW YORK,USA,,,,,,,,1,030,030,03,1,4.0,2,1,2,-0.892857142857141,3,"Brooklyn, New York, United States",US,USNY,NY025,42.3442,-75.1704,944840,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,3,"Brooklyn, New York, United States",US,USNY,NY025,42.3442,-75.1704,944840,20260715001500,https://thetablet.org/church-group-housing-push/
1313633473,20250715,202507,2025,2025.5342,LIE,LICHTENSTEIN,LIE,,,,,,,,,,,,,,,,,,0,033,033,03,1,5.2,2,1,2,4.55991516436904,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,0,,,,,,,,4,"Edinburgh, Edinburgh, City of, United Kingdom",UK,UKU8,40173,55.95,-3.2,-2595386,20260715001500,https://artdaily.com/news/198069/Three-major-works-donated-to-ARTIST-ROOMS-by-the-Robert-Rauschenberg-Foundation-to-go-on-display-at-Tate-Modern
1313633474,20250715,202507,2025,2025.5342,LIE,LICHTENSTEIN,LIE,,,,,,,,,,,,,,,,,,0,033,033,03,1,5.2,8,1,8,4.55991516436904,4,"Southport, Sefton, United Kingdom",UK,UKL8,40121,53.6667,-3,-2608309,0,,,,,,,,4,"Southport, Sefton, United Kingdom",UK,UKL8,40121,53.6667,-3,-2608309,20260715001500,https://artdaily.com/news/198069/Three-major-works-donated-to-ARTIST-ROOMS-by-the-Robert-Rauschenberg-Foundation-to-go-on-display-at-Tate-Modern
1313633475,20250715,202507,2025,2025.5342,LIE,LICHTENSTEIN,LIE,,,,,,,,,,,,,,,,,,0,051,051,05,1,3.4,2,1,2,4.55991516436904,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,0,,,,,,,,4,"Edinburgh, Edinburgh, City of, United Kingdom",UK,UKU8,40173,55.95,-3.2,-2595386,20260715001500,https://artdaily.com/news/198069/Three-major-works-donated-to-ARTIST-ROOMS-by-the-Robert-Rauschenberg-Foundation-to-go-on-display-at-Tate-Modern
1313633476,20250715,202507,2025,2025.5342,LIE,LICHTENSTEIN,LIE,,,,,,,,,,,,,,,,,,0,051,051,05,1,3.4,8,1,8,4.55991516436904,4,"Southport, Sefton, United Kingdom",UK,UKL8,40121,53.6667,-3,-2608309,0,,,,,,,,4,"Southport, Sefton, United Kingdom",UK,UKL8,40121,53.6667,-3,-2608309,20260715001500,https://artdaily.com/news/198069/Three-major-works-donated-to-ARTIST-ROOMS-by-the-Robert-Rauschenberg-Foundation-to-go-on-display-at-Tate-Modern
1313633477,20250715,202507,2025,2025.5342,USA,UNITED STATES,USA,,,,,,,,BLZ,BELIZE,BLZ,,,,,,,,0,042,042,04,1,1.9,2,1,2,1.5693112467306,3,"Brooklyn, New York, United States",US,USNY,NY025,42.3442,-75.1704,944840,3,"Brooklyn, New York, United States",US,USNY,NY025,42.3442,-75.1704,944840,3,"Brooklyn, New York, United States",US,USNY,NY025,42.3442,-75.1704,944840,20260715001500,https://thetablet.org/diocese-of-brooklyn-youth-ambassadors-trip-dominican-republic-haitian-migrants/
