GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1319058169,20250820,202508,2025,2025.6301,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,010,010,01,1,0.0,36,9,36,1.46396396396397,0,,,,,,,,4,"Exeter, Devon, United Kingdom",UK,UKD4,40104,50.7,-3.53333,-2595805,4,"Exeter, Devon, United Kingdom",UK,UKD4,40104,50.7,-3.53333,-2595805,20260820000000,https://www.whtimes.co.uk/news/national/26479701.hundreds-thousands-pupils-receive-gcse-results/
1319058170,20250820,202508,2025,2025.6301,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,014,014,01,1,0.0,36,9,36,1.46396396396397,0,,,,,,,,4,"Exeter, Devon, United Kingdom",UK,UKD4,40104,50.7,-3.53333,-2595805,4,"Exeter, Devon, United Kingdom",UK,UKD4,40104,50.7,-3.53333,-2595805,20260820000000,https://www.whtimes.co.uk/news/national/26479701.hundreds-thousands-pupils-receive-gcse-results/
1319058171,20250820,202508,2025,2025.6301,,,,,,,,,,,LEG,LEGISLATURE,,,,,,LEG,,,0,020,020,02,1,3.0,6,1,6,-1.24095139607032,0,,,,,,,,2,"Missouri, United States",US,USMO,,38.4623,-92.302,MO,2,"Missouri, United States",US,USMO,,38.4623,-92.302,MO,20260820000000,https://www.durangoherald.com/articles/associated-press/missouri-court-allows-new-trump-backed-us-house-districts-be-used-in-november-election/
1319058172,20250820,202508,2025,2025.6301,,,,,,,,,,,USA,AUSTIN,USA,,,,,,,,0,112,112,11,3,-2.0,18,3,18,-4.75863373298034,0,,,,,,,,3,"Memorial High School, Texas, United States",US,USTX,,29.781,-95.522,1374875,3,"Memorial High School, Texas, United States",US,USTX,,29.781,-95.522,1374875,20260820000000,https://www.durangoherald.com/articles/associated-press/judge-removed-from-texas-track-meet-stabbing-case-as-defendant-karmelo-anthony-seeks-a-new-trial/
1319058173,20250820,202508,2025,2025.6301,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,112,112,11,3,-2.0,12,3,12,-4.75863373298034,0,,,,,,,,3,"Dallas, Texas, United States",US,USTX,TX113,32.7831,-96.8067,1380944,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260820000000,https://www.durangoherald.com/articles/associated-press/judge-removed-from-texas-track-meet-stabbing-case-as-defendant-karmelo-anthony-seeks-a-new-trial/
1319058174,20250820,202508,2025,2025.6301,GBR,UNITED KINGDOM,GBR,,,,,,,,,,,,,,,,,,0,051,051,05,1,3.4,2,1,2,0.37565740045079,4,"Sussex, East Sussex, United Kingdom",UK,UKE2,40137,50.9167,-0.083333,-2609142,0,,,,,,,,1,Ukraine,UP,UP,,49,32,UP,20260820000000,https://www.geelongadvertiser.com.au/entertainment/celebrity-life/royals/how-harry-and-meghan-delivered-biggest-shock-yet/news-story/f9705370642ebbe882fda0a9293fc119?nk=748aaf9bcdfbdce0b648563347298871-1787183205
1319058175,20250820,202508,2025,2025.6301,GBR,UNITED KINGDOM,GBR,,,,,,,,IRL,IRELAND,IRL,,,,,,,,0,036,036,03,1,4.0,1,1,1,-1.86046511627907,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,20260820000000,https://www.belfastlive.co.uk/news/northern-ireland/belfast-university-research-finds-ai-34478604
1319058176,20250820,202508,2025,2025.6301,GBR,UNITED KINGDOM,GBR,,,,,,,,IRL,IRELAND,IRL,,,,,,,,0,036,036,03,1,4.0,1,1,1,-1.86046511627907,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,1,Ireland,EI,EI,,53,-8,EI,20260820000000,https://www.belfastlive.co.uk/news/northern-ireland/belfast-university-research-finds-ai-34478604
1319058177,20250820,202508,2025,2025.6301,GBR,UNITED KINGDOM,GBR,,,,,,,,IRL,IRELAND,IRL,,,,,,,,0,036,036,03,1,4.0,3,1,3,-1.86046511627907,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,1,Ireland,EI,EI,,53,-8,EI,1,Ireland,EI,EI,,53,-8,EI,20260820000000,https://www.belfastlive.co.uk/news/northern-ireland/belfast-university-research-finds-ai-34478604
1319058178,20250820,202508,2025,2025.6301,GBRGOV,UNITED KINGDOM,GBR,,,,,GOV,,,,,,,,,,,,,0,071,071,07,2,7.4,2,1,2,-0.92165898617512,5,"Gloucestershire, Gloucestershire, United Kingdom",UK,UKE6,40113,51.8333,-2.16667,-2597217,0,,,,,,,,5,"Gloucestershire, Gloucestershire, United Kingdom",UK,UKE6,40113,51.8333,-2.16667,-2597217,20260820000000,https://ktvz.com/news/national-world/cnn-world/2026/08/19/duke-and-duchess-of-sussex-to-move-back-to-britain-telegraph-reports/
